id,seeker_post,response_post
161,does it still count as exercise if i go back to sleep after?. like...i wake up early and run for a little bit then go back to sleep for the rest of the day. I do it but i feel like i accomplish anything and that makes me feel worse. but i wonder if maybe it is helping too sometimes.,i 'm sure it was . i would n't want to go back to the house .
162,"I just feel like shit.. I don't really know why. Everything's just so overwhelming all of sudden. I was feeling great this past month, but it's back. Did I do something wrong? I don't know why.",that 's good . i 'm glad you have a good relationship .
163,Lost In thought.... Why do I feel like living is so pointless?,that is a good thing . what makes you so tired ?
164,Please help me. My ex fiance told me he's dating someone and doesn't want to get back together tonight after leading me on for two months. It's taking all I have not to kill myself. Please help me.,that 's too bad . i 'm sorry to hear that .
165,Medication that works?. I have been dealing with depression for a long time and I have tried a few medications with no results. Was just wondering what medications have worked for people so I could look into them and their cost / side affects. Thanks in advance.,i hope you get it !
166,"I just want to end it without affecting my parents. Just nothing is going well. The ruminations of past situations have been getting worse and no one is very understanding why it's so painful, to the point where two people just got fed up with me and made me feel worse. I just want to kill myself so badly.",i can imagine . i would n't want to get out of it .
167,"32m never had a girlfriend. It sucks that I've tried hard to find someone, even with online dating, but I feel like I'm going to be single forever. Not sure if I should just give up or keep trying",i 'm sorry to hear that . i hope everything works out for you .
168,"Cutting. I'm not sure why I broke my streak of 8 months of no cutting but I don't feel any different, nor pain. I don't know whats wrong me. Help?",that is terrible . i hope you can get through it .
169,"Does anyone actually ever go to their high school reunions?. I couldn't imagine anything worse, not even hell itself.",that is really good . i am glad you have a good time .
170,Vodka and malt liquor are not working anymore.. I need lots of vodka tomorrow.,i 'm sorry to hear that .
171,My cat got shot by plumb and is dead now. I would have loved to never born and now I have to face so many things like that and I am so scared about dying and this world is so unfair,i am sorry to hear that . i hope you can get through it .
172,I wake up and just want the day to be over already.. Like I have nothing to look forward to.,that 's awesome ! i am happy for you .
173,"i dont know what im living for anymore. there's nothing i'm truly looking forward to that is actually achievable. there's nothing but dread and anxiety for the future, both far- and near-. god damnit. i dont know why im alive.",i am sure you will be fine .
174,I had more motivation as a sperm. I won a big marathon against billions lol.,that 's awesome ! what kind of car did you get ?
175,"I made it through my first 40 hour work week without calling in, leaving early or coming in late in almost a year.. I know how but I did.",that is terrible . i hope you can get it back .
176,I wish i was dead.. Its nearly 12 midnight. Does anyone cares?,that 's good . why did you move ?
177,"“Remove negative people from your life.”. I always see this little tidbit in articles about how to overcome depression. Bitch, the most negative person in my life. not the problem, I am. I want to be friends with/date a cold stone like me either. So should I just remove myself from my life then??",i am sorry to hear that . i hope you have a great time together .
178,Eating food but it tastes bland. I can't even feel happy with pizza.,that 's awesome ! i bet you are proud .
179,"I don't really see a point in living if my life is like this. My depression is probably at the lowest point it's ever been and no matter how hard I try I can't seem to get any help. One small, completely irrelevant moment in my day can change me completely, and I really don't like who I am when that happens. Sometimes I have days when I'm so happy I literally shake, and every morning when I wake up feeling my usual shitty self I can't help but wish I was having another one, which just makes everything so much worse I just want to be normal again, instead of feeling like every day is another complete waste of time.",i 'm sorry to hear that . i hope you can find a solution to help you .
180,"I can't be the only one to fantasize, right?. I have been spending a fair amount of time fantasizing about stuff lately. It's about tons of stuff really and I like falling to sleep while doing so. Does anyone else do this?",i 'm sorry to hear that . i hope you can find someone soon .
181,"Nobody really cares that you have depression. It’s not even considered an illness in most people’s minds. You get more support for having a cold than depression, even thought 1,000,000 people die from it each year,. Title says it all really. Most people care that you have depression. In most minds, something you snap out or just up, not that They understand the existential loneliness and emptiness that comes with it, in each waking moment. I just feel so disconnected from everything.",i 'm sorry to hear that . i hope you can find someone to talk to .
182,"wow, being yelled at that you're too negative sure makes me feel better!. it definitely doesn't make me feel worse or anything. yelling at a depressed person is definitely the correct choice, instead of being supportive.",i hope you can forgive yourself .
183,"“Fetishizing sadness”?. I just finished binging BoJack Horseman, and something that gets brought up semi-regularly is your own What is this and how do I avoid it?",i bet you were frustrated about it .
184,"Has anyone here had success with Mirtazapine (Remeron)?. I've tried Zoloft, Prozac, Citalopram and Venlafaxine (Effexor).",that 's great ! i am happy for you .
185,I just want it all to be over already. it would be a whole lot easier than this shit,i hope you are able to find a new one soon .
186,"Just go into my dream school.... But my depressed ass doesn't even care that much. I really want to be thrilled but people keep saying congratulations and I feel nothing. Edit: can't even spell the title right. Got, not go",that 's awesome . i hope you get it !
187,My spirit is broken.. And I can't stop thinking of suicide.,oh no ! what happened ?
188,"I feel like my only friends are the Youtubers I watch every day. And they're clearly not actually my friends... they just make me feel like friends are around, I like seeing familiar faces and hearing familiar voices joking around because that's the only time I get to experience that. How pathetic.",that 's a good idea . i hope you can find a new hobby !
189,"I will never be anybody's favorite.. I will always be the backup, the good friend. Someone else will always be picked over me. I have never been somebody's very best friend, and I never will be. And that hurts, so very much.",i am sure it will be fine
190,"does anyone else find sunday the hardest day of the week?. I find myself at my lowest on sunday. probably because I have things to do, and places I'm expected to be. but sunday is just unbearable. anyone else?",that is a good thing to be in .
191,Has anyone here quit their job after a short period of time?. I'm thinking about doing that. I'm not happy at work.,that 's good to hear . how did it go ?
192,Depressed and IDK why. Does anyone else ever get Depressed and have no Idea why. I've felt this way for about a week now and have no idea why and no idea what to do,that is a tough thing to do .
193,What does it feel like to love yourself?. It's a geniune question. I am curious because I've only hated myself.,that is so awesome . i would n't have to go to the gym
194,Feeling pointless. My life is feeling pointless and meaningless. My kids are almost grown and they're never here as it is. I have no career or anything to show for my life and just feeling worthless.,i can understand that .
195,im depressed. can someone lift me up for a bit?,oh no ! did you find out who did it ?
196,"Can I even consider family as family anymore?. I tried hanging myself a 2 weeks back, and my parents just stood there and watched. I failed, because the hook I attached the rope onto in the ceiling detached and I fell. My parents laughed and went to sleep a few minutes later, while I stayed awake the entire night. Can I even consider them family anymore?",that 's good to hear ! i hope you can get through it !
197,My brain is leaking.. Has anyone dreamt all night about some small task that needs to be done no matter how trivial it might be. I'm exhausted over a 5 minute project that won't matter if I do it or not.,"that is really good , i 'm sure you will get it back ."
198,"Die... tired, things are getting way too hard these days. I dont want to commit suicide, for now. I hope just die in my sleep.",i 'm sorry to hear that . i hope you get to the job .
199,How do you know if you have depression?. At what point can someone know? How can I diagnose myself?,i would be too
200,I just woke up in a puddle of my own piss.. I lay on a inflatable mattress so my cloths and my cover just absorbed everything. On top of that its so I was shaking from being soaked. Why does shit like this happen to me? Just when I thought things were okay stupid shit like this happens. Fml.,i am sorry to hear that .
201,"A friend just died. A friend of mine just died. I don't feel anything, there's something that is very wrong with me. I should be more sadder but no, nothing, nada.",that is a good thing . i hope you can find someone soon .
202,Every single day I get closer to my eventual suicide.. Every single day it gets worse.,that 's good . it 's always nice to have a good conversation .
203,Do you ever look back at the past few years of your life and realize how it has been slowly falling apart?. It makes me nauseous. I feel disgusted with myself.,oh no . that 's awful .
204,im really tired. every day is too much.,that 's good . what kind of restaurant ?
205,I just got up the courage to ring Samaritans. The number on their website didn't work. Go figure.,that 's awesome ! did you get it back ?
206,I cannot sleep!. Please why can't my brain just relax :(,that 's really good . what kind of restaurant ?
207,Invisible. Went out tonight with a few friends. Went completely unnoticed again. Almost got into a scrap with some affliction wearing jock fag. Uneventful night otherwise as always. Why even bother.,"oh wow , that is a pretty terrifying !"
208,"Ever thought you were in a good, stable place and then one thing tips you off and you fall back down into the harrowing pit of despair so easily you question whether you'd made any progress at all ?. I just want to know and understand normal brain chemistry just once.",that 's good . i hope you can get the money back soon !
209,Anyone ever just want to disassociate from their emotions?. Emotions kinda suck. Maybe being a robot is better?,oh no ! i would have been too !
210,Is this an attempt?. Is using your school id to make a noose and tie it around your neck a suicide attempt?,that 's awful . i hope you were n't hurt .
211,Will she give me a diagnosis?. Hey! I will see my psychologist next week for the 4th time and I'm curious. Will she ever give me a diagnosis or a detailed speech about what's wrong with me? because if not I know I will feel like shit I will just think that I don't deserve help.,i hope you do too .
212,POEM:Hollow. ***EMPTY*** *rooms and* ***EMPTY*** ***SOULS*** ***FORGOTTEN*** *places and* ***HEART*** *shaped holes* ***DEPRESSION*** *comes with days of* ***STRUGGLE*** *and often times a* ***BLOODY PUDDLE*** UP\-VOTES CURE MY DEPRESSION,i 'm sorry to hear that . it 's always tough to have a friend .
213,"I'm terrified to seek help. I know I need help. Now. But I'm terrified, especially of what my bf will think. I know I shouldn't be but realistically it's a massive worry. I don't even know where to begin",i 'm glad you are ok . i 'm sure you 'll do fine .
214,School is stressing me the fuck out. Makes everything feel so pointless,i can understand that . it can be hard sometimes sometimes .
215,"I'm trying to set goals for myself this weekend but can't.... I just have no interest in living, doing anything for myself... I know that I should set some goals that accomplish something positive for myself but... I just can't... I can't think of anything I want to do...",i hope you get the job !
216,My friends started to hang out without me and have straight up ditched me. I don't know what to do about it,that 's a good thing to do . i am sure you will get through it .
217,I hate being so numb that I can't even force myself to cry.. I just want to feel something other than empty hopeless despair. Even if it isn't real.,that 's awesome ! i 'm happy for you .
218,"Why take anti-depressants? I don't understand. Why? If you do, than you aren't yourself. I want to be myself. I don't want to be some drugged-up person who isn't really me.",that is a good thing .
219,"I can't cry anymore. I haven't cried in over two years, I don't think I am anything anymore.",that 's terrible . i hope it was n't too hard for you .
220,"Is this depression?. I feel empty inside sometimes. There's nothing there. No thoughts, no emotions, nothing. I'm just hollow.",i 'm sorry to hear that . i 'm sure you 'll be able to talk to your doctor .
221,When your friends all abandon you and you forgot what it's like to bottle everything. Having to go back to sucking it up and holding everything in and not having anybody to turn to hurts so much. Especially when I was used to somebody caring about me. That's what happens when your just disposable I guess.,that is so annoying . i hope you can find the culprit .
222,Books to read that can help me with my anxiety. Hi everyone. It is a very difficult time in my life right now and would like to start reading some uplifting books to get my mind on other thoughts.. Any book recommendations?,i hope you can find a better job soon .
223,First thought every time I wake up. Is how and should you kill yourself today. be a good sign.,i 'm sure you 'll be fine !
224,"What's the point?. Why am I supposed to stay alive? I don't want to reproduce and I don't care for anyone in my life. I don't see a point, especially if I'm just going to die in the end.",i know the feeling . i have dealt with with similar issue .
225,I'm a fucking attention whore. You can't hide the truth,oh no . what happened ?
226,"For the first time in a month or two I brushed my teeth and washed my face.. Everything seems to be too difficult to deal with, but at least I could get myself to do these simple tasks again.",i am sorry to hear that . i hope you are able to find a better job .
227,"I give up. I’ve accepted the fact that my depression and anxiety will never be gone for me. I will live with this shit for the rest of my pathetic life.. No matter what good thing comes into my life, those things will always manage to ruin it.",i hope you have a great time !
228,You think too much confirms what I've always believed.... Most people think too little.,i 'm sorry to hear that .
229,The woman I love is getting married in 2 weeks. I'm in denial. I'm in pain. She's all I want.,that 's a good thing . what is she doing ?
230,When was the last time.... Someone gave you a hug?,that 's awesome . what kind of car did you get ?
231,What's the point sometimes?. I try and fail. I try again and fail again. I want to fix my Playstation and get lost.,i know what you mean .
232,I could easily do it right now. It seems so easy to me. Nobody cares now. But they all will soon.,i am sure you will !
233,Do non depressed people really not think about suicide?. Even when I wouldn't have concidered myself depressed I still thought about it quite often. It blows my mind when people say they have never thought about suicide. I feel like everyone has at least thought about it once right?,i can imagine . i would have been super upset too .
234,help please. what do you say when someone says everything is wrong,that 's unfortunate . did you call the police ?
235,Another great start to the week. Just found out I have a practical today I thought it was next week. Guess I'm failing at yet another thing in my life,i know right . i 'm sorry you feel that way .
236,I just want to drive away from this city and start again.... But I don't have a car.,i am sorry to hear that . what happened ?
237,Will things ever start looking up. I'm on a downward spiral with no hope,i 'm sure you will . i 'm sure you will do great .
238,Oh ya. Fuck living!!!!! Wish I was dead!!!!!! I fucking hate life,"oh no , i 'm sorry to hear that ."
239,"I'm so touch starved that I physically cannot fall asleep unless I have two pillows either side of me.. One for hugging, one for warmth. I genuinely look forward to going to bed. Those mornings where I wake up earlier then usual and can indulge in some daydreams while feeling completely safe and calm are my favourite.",i hope it turns out well for you .
240,"Don't you hate it when.... ... you feel so guilty about living your life and being a burden to everyone, so you decide to commit suicide. But you can't because you feel too guilty about making others around you devastated because of your death.",i 'm sorry to hear that .
241,Wish me bday!. I have been severely depressed since last few weeks and thought my bday would be just as awful. But it's actually turning out great. I am actually happy it's my bday ! :),oh no . i hope you are able to get another one soon .
242,There is no help. Somebody just fucking kill me. There's nothing I can do,i am sorry to hear that . why did you do that ?
243,"Lonely. I feel so alone. It's been going on for awhile now. There are people around me all the time, but it's like I'm invisible. I just want it to end. Loneliness really hurts. It's gotten to a really bad point. I may as well be gone.",i can understand that . i am sorry .
244,"I love lying to customers. How are you? Good, Thank you!",i 'm sorry to hear that . what happened ?
245,"I can’t get up. I am in bed awake. I need to go to work, but I move. I feel awful about it, I just need to get up. I took yesterday off, I take today off too",i hope you can find something soon .
246,Can somebody tell me it'll be okay?. That I'm doing fine? That I don't have to be perfect and that I haven't really done anything wrong?,that 's a good thing to have .
247,im fucked. im fucked.my whole life is fucked,that 's awesome ! what makes you happy ?
248,Why?. The question i often ask myself...Why? Whats wrong with me?,oh no ! i 'm sorry to hear that .
249,Am I the only one ?. Is anyone not going to school or work?,that is so cool . what are you going to do ?
250,"Do you cope well with Bipolar Disorder and if so, how do you do it?. And if you don't, why not?",i am sure you will be fine .
251,"melancholic. I'm not depressed. I've been depressed a few years ago and I know what that was like - the mindset I was in where I beat myself up, felt shitty about everything I did, thought constantly about suicide, had weird emotions about my close friends/family and pushed them out..... i'm not there anymore. this isn't depression. where i am now...i'm just not happy. nothing i do makes me happy. it doesn't mean i'm sad, or that i beat myself up, or i'm suicidal. i can have confidence in myself yet also not find joy in my life, and that's where i am right now. i don't know what's worse. at least before i sort of knew how to get out of that mindset....",i know what you mean . i would n't have been able to do that .
252,I'll never be anyone's priority.... even though they are mine. :(,i 'm glad you have a good reason .
253,"I get a horrible comedown after fun days of socializing. After good times with friends, I get home and feel exceptionally lonely and empty.. Maybe being an introvert it is just a draining affect? I dunno. It stinks when depression smacks you in the face after a while of feeling ok or even good.",i am sure it was .
254,"Depression and capitalism. Does anyone else feel the way we have set up our western societies has helped trigger depression? I know when I think about life, surviving constantly but never happy, never truly living I become immortalised in depression and anger. Sometimes I feel buying land, living with a bunch of like minded folks and working as a mini community would help my feelings of utter contempt for life.","wow , that 's a long time to fix !"
255,"does anyone ever feel like this?. You feel sad, but you don't know what you're sad about?",i 'm sorry to hear that .
256,Anyone else not want a funeral or any services?. It gives me anxiety just thinking about it.,that is a good thing to have .
257,I wish I had a depressed friend.. It would help him and me.,i am sorry to hear that .
258,Some people call it going to bed depressed. I just call it going to bed,that 's unfortunate . did you end up getting a new bed ?
259,"Does anyone else feel like being alone actually helps depression?. It's strange but it seems like when I'm away from people I can just be myself and do whatever without anyone criticising me, and I can also just enjoy the silence.",that is a good idea . i hope you can find someone to talk to .
260,:(. I feel like i no longer have emotions,i know how you feel . i know how you feel .
261,"Can't move. I don't want to expose myself to the outside world right now. They always ask me what I do. Right now, I'm not doing much. I feel extremely heavy. I can't move and I just want to die.",i am sure you will be able to enjoy yourself .
262,what will i be able to make of myself. no accomplishments. got nothing to look forward to,i bet that was fun . i am sure you will be fine .
263,"No motivation, only obligation.. The motto of my current life.",that 's great ! i 'm sure you 'll be fine .
264,Can anyone help me im in pain. Im in chronic pain and ready to kill myself,that 's good to hear . i am sure you 'll do great .
265,Tomorrow I turn 22 years old but today I woke up with suicidal thoughts.. I've been trying to convince myself that I'm okay and that my life will get better but it's not.,i 'm sorry to hear that . i hope you get the hang of it .
266,"Thoughts on drinking.. Makes you feel better, calmer, but just more depressed",i 'm sorry to hear that . what happened ?
267,"Am I alone because I'm depressed, or am I depressed because I'm alone?. It's been so long, I don't remember anymore...",i am sorry to hear that .
268,Aaaaaaand..... ... im crying in school again :),"oh wow , that 's a huge step ."
269,Are there any graduate students with depression?. I feel so alone here. This is slowly killing me. I feel alone. Everybody in my program they all have shit going for them. I made zero friends so far. Anybody???,i 'm sure you will do great .
270,getting ghosted. I just started getting ghosted by another person.,that 's too bad . i hope it was n't too bad .
271,"What are your strategies for staying functional enough to complete schoolwork, etc?. Due to feeling like garbage, losing memory/attention, and anxiety, I have trouble doing work for school. Actually, I'm probably just a lazy piece of trash, but the problem still stands. For those who are on top of things: how do you manage it all?",that 's a good idea . i 'm sorry you had to deal with that .
272,Float tanks?. Has anybody had any luck using float tanks for depression/anxiety?,"that 's good , i hope you can get some rest ."
273,"Do you ever feel like running away?. Do you ever just feel like running away somewhere far away, move to another city or country, changing your whole identity, exploring new things, finding new opportunities and meeting new people. Just leave this life behind and start a new one.",that 's great . i hope you can find a new job !
274,"I trust my cat more than i trust humans. Actually no, i dont trust humans at all.. Im so done being used and lied to.",i am sure you are .
275,does anyone else feel so much better just staying in their room by themselves for as long as possible?. i just wanna sleep and be by myself for a while but life responsibilities just let me. god i miss being able to stay home for days on end without anyone or anything else bugging me,that 's a good idea . i hope you can find a better job .
276,"I got upset but for the first time since I got ill with depression, I didn't cut.. Had another cry because I was so proud of myself.",i am sorry to hear that .
277,"Self-doubt. Sometimes I wonder whether I'm just going through a teenage phase. Even though I've been diagnosed with depression, part of me just wonders whether I'm lying to myself and just insisting in wallowing in misery. Just needed to get this off my chest.",that 's awful . i hope you can find someone who has to clean it up .
278,"I don’t think people love me. They love versions of me I have spun for them, versions of me they have construed in their minds. The easy versions of me, the easy parts of me to love.. But no one will ever love me",i love the thrift stores and relive the good old days .
279,"Anyone else rely on porn to suppress the fact that you can't find love?. I feel like absolute crap when I watch porn but then again I don't have a girlfriend, or someone that I like to consider me to love. It's fucking corny but I thought it would help to share my thoughts, anyone else?",i 'm sorry to hear that . i hope you get to see them soon .
280,"I need a drink. I know it doesn't help, I know it makes things worse, but I need an hour or two away from all the stupid little things that keep snowballing into stupid big things.",i can understand that . i hope you can find a new job .
281,I just want to stop existing. This feeling never goes away,i 'm sorry to hear that . do you have any friends ?
282,��. I wish I could just drop this charade of happiness. My feelings aren't even mine anymore. I worry about putting stress on my loved ones. I'm so tired of this constant front that I have to put up when all I want to do is just cry.,i would be too . i 'm sorry you had to go through that .
283,I feel so lonely. That's all I have to say today.,"oh no , i 'm sorry to hear that ."
284,"Just need some support!. not feeling well at all. stuck in this place I want to be in, I get out of here because mandatory. I feel anxious and depressed, you know the drill. All asking is for a comment or maybe a hug. I need something to distract myself with, music help, really that bad.","well , i hope you can get it fixed , i hope you get some good use it !"
285,"A very dear friend died and i dont feel very different. Ever since the last year i was trying to convince myself that im not depressed and not diferent in any way from others around me but yesterday a very close friend died in a crash accident and my state of mind has not changed. Dont get me wrong, last night i cried whenever i thought of her but my mind and anxiety have not gotten worse nor better. 2 years ago, my school friend died in a suicide jump from a bridge and i know how i felt on that day and it's diferent now because then i felt diferent after hearing the news. Now i just felt like i needed to cry a bit, no sudden sorrow or anxiety attack, and that's what scares me that i trully am depressed. Can anyone give me some insight on what's going on with me.",i am sorry to hear that . i hope you can get through it .
286,depression. how do you deal with it,i am happy for you . i 'm sure you are going to get a raise !
287,how does a weirdo become a normie ?. i need help on this -_-,that 's a good thing to be proud of . what do you do ?
288,Depression. Contemplating wether I should run away and never see my family again or commit suicide...,i know what you mean . i 'm sorry to hear that .
289,My birthday is in 15 days.. I have never felt so unexcited &amp; Apathetic about my birthday in my entire life. Happy early birthday to me..,that 's so nice . what kind of car did you get ?
290,Does anyone have an experience with Citalopram?. I have been put on it due to my depression getting worse. I was wondering if anyone has been put on it and what are your experiences with it? Do you find it's helped you?,that is so sad . i 'm sorry to hear that .
291,"Does anyone feel like your problems are insignificant compared others, yet they still seem like a heavy burden?. For example, compared to the lives that some other people had to endure, my life isn't too hard. However, my problems still feel like weights on my mind.","oh , well that 's a good idea ."
292,"Has anyone else ever gone through hell, then met the person of their dreams, the person they're meant to spend the rest of their life with, and then you fuck it up forever because you felt it was too good to be true so you constantly started fights to make it feel like it wasn't a dream?. Fuck man, I hate myself so much now. I don't hate my heart. I hate my brain. I hate my consciousness. My subconscious fuckin warned me to wake the fuck up and stop ruining things. But I didn't listen.",i 'm sorry to hear that . i hope you 're able to get to go to the doctor to help you .
293,"It's my birthday today, but I dread it every year. I feel like my friends are slowly forgetting about me or not caring anymore..",that 's so sweet . i 'm happy for you !
294,"Every day I think; this can't get any worse. And without fail, the next day proves me wrong.",i am sorry to hear that . i hope you can get through it
295,"Does anyone else hate socialization?. I don't enjoy social contact and try to avoid it when I can. I never enjoy hanging out with any of my friends. Does anyone else have this? Is it depression, bipolar, or social anxiety? Or could it be something else?",i can understand that . i 'm sorry you have to deal with that .
296,Do you ever just feel bad for yourself for no reason. My mood can go from okay to wow a worthless piece of shit that deserve love I see people who have their shit together but here I am 27 and working at a restaurant I wallow in my self pity and I seem to change that,i can see that . i hope you can find someone to talk to people .
297,I honestly need an answer.. What do you do when you're so down in the dumps and stuck in your own head with revolving negative thoughts over and over and over and over again? Literally 1 thing that has helped you in the past. Please.,i am sure it will . i 'm sure they are having a good time to take care of .
298,i shouldn’t be allowed to be close to people emotionally. i hurt her i hurt her its all my fault she hates me its irreparable i hate myself i shoudnt be allowed to get close all i do is hurt others all i do is bring pain,i am sure you will be fine .
299,Bamboo. I bought a bamboo plant from my local chinese store a few years ago when I first started feeling depressed. To this day or is still alive. Just wanted to tell people that I feel proud I can keep something more alive than myself.,that 's really cool . i 'm glad you got to go to the gym .
300,"Does everyone think i hate them?. I recently was hanging out with this girl who said she thought I hated her last year, it hit me kinda hard, I'm extremely quiet and I just wish I could know everyone's opinion of me.",that is so sweet of him .
301,"I want a dog.... But I even really take care of myself, what makes me think I could take care of another being. probably end up somehow fucking it up and hating myself more",i am sure it will be fine .
302,Fuck fuck fuck.. Can't sleep.. Have a tremendous amount of restlessness in myself. Just need to fucking calm down,that 's awesome ! i bet it 's a really great feeling .
303,"How can I accept my intrusive depressive thoughts?. Long story short: Was 335, Am 175. Aiming for 130/140ish. Body destroyed. I accept that. But the intrusive thoughts won't stop telling me I'm ugly and shit. Like I know man, leave me alone. See the problem is everybody got perfect skin in comparison to me. It uses that. I just want to accept that I'm ugly so it won't hurt when it says it, and then it won't say it. Any tips?","that 's awful , i hope you can get through it ."
304,My head is exploding.. All of this.How do you cope with this life?,oh no ! why are you worried about that ?
305,"I forgot what love is. It's been so long. Years. I thought this was supposed to be emptiness, but all I feel is pain. This is no life worth living. I'm so tired",that 's good to hear . maybe you should try to find a local person .
306,I think it's suicide for me tomorrow. No longer have the will to keep going.,i 'm sorry to hear that . what did you do ?
307,I just wish that I mattered.. I might as well just be gone,i 'm sorry to hear that . what is wrong with your friend ?
