sp_id,rp_id,seeker_post,response_post,level,rationales
xr7ote0g,dg8pl0jx,"I keep getting into relationships with men that are in bad situations. I take them on and help them and do all I can and the relationship still fails. How do I learn to not get in relationships with men in bad situations? I see someone in need of help, I jump in. And it is getting me nowhere. I am alone sad and frustrated.","Sounds like you already see what's amiss. You're looking for fix-er-uppers! When you meet these men they need you. And you're filled by fixing them.  And when they are fixed, what do they have to give you? What's your need in relationship? What if you found someone who didn't need fixing?",2,"  And when they are fixed, what do they have to give you? What's your need in relationship? What if you found someone who didn't need fixing?|"
0kb00wvj,mcthbqqo,"I was raped a couple months ago, Since then, along with other unfortunately events that have occurred, I have been having trouble feeling emotions. It's almost as if I'm a sociopath lacking any feeling. What can I do to change this?","First and foremost, be gentle and patient with yourself. It is normal to feel a range of emotions after a severe trauma including no emotions at all. Try not to push yourself to feel, just notice the lack of emotion you are experiencing right now. Maybe write about your emotions and the lack of them or talk about it with a safe person. Unfortunately recovering from trauma can take time and it's best done at your own pace. If you aren't feeling there may be a reason you aren't feeling. For severe trauma I always recommend working with a trained trauma professional who has the training to guide you on your path to healing fully.",1,Maybe write about your emotions and the lack of them|I always recommend working with a trained trauma professional who has the training to guide you on your path to healing fully.|
oo305y3o,x2utjrnu,"I have a friend that who I used to be in a relationship with. It was brief and turned into us being just good friends.

I spent the weekend with him and  it upset my boyfriend. Was i wrong?","It's completely understandable that you would have male friends and that you would want to spend time with them.  When you cross over from friends to a relationship, it does change things.  Some people are very easy going and wouldn't feel threatened by what you did  Others would be upset.  If your boyfriend is upset by you spending time with this male friend, then you need to talk about it.  Each of you needs to express your feelings about the situation and listen to the other with patience and respect.  Then you can make a decision on what is best for you and your relationship.  Maybe he wouldn't be upset if you saw this friend while you were with your boyfriend.  Or maybe your boyfriend would feel better if he got to know this person better and could trust him.  Most likely you can come up with a situation that will make both of you comfortable going forward.  You didn't do anything ""wrong"" because it doesn't sound like you intended to hurt your boyfriend.  But if you really care about your boyfriend, then you probably care about making him upset.  Instead of looking at this issue as a problem, try to look at it as an opportunity to connect.  If you can both listen to each other and understand each other, your relationship can become even closer.",1,"you need to talk about it.|Each of you needs to express your feelings about the situation and listen to the other with patience and respect.|If you can both listen to each other and understand each other, your relationship can become even closer.|"
zolypnjw,zrref7dt,"I have a problem with binge eating, especially during times of stress. I binge eat and feel so overwhelmed with shame and disappointment that I end up going to the gym and trying to exercise the calories off. I am in my late 20s, and I have been dealing with this since I was a teenager. Are there any coping mechanisms I can use to break this cycle?","The fact that you are aware of the issue and what causes it is a step in the right direction.  You can absolutely break the cycle but it takes a lot of effort.  Much like growing a physical muscle, developing coping mechanisms must be practiced (exercised) in order to gain strength.  Find healthy activities that you like to do that can help you deal with stress.  It appears that you are already going to the gym which is awesome; you want this to be a healthy experience not one done out of guilt.  Is it possible for you to incorporate food items that are healthy for you? Remember any changes you make must be practiced and developed over time.  You should seek professional help to assist you with getting to the root cause of your emotional connection to food. Normally these issues date back to childhood experiences however this is a generalization and I have little information to go on.  Above all else BE KIND TO YOURSELF! Shame is counterproductive. If you want something to grow you give it love and attention. Well wishes!!!!!!",1,Find healthy activities that you like to do|Is it possible for you to incorporate food items that are healthy for you? |seek professional help to assist you with getting to the root cause of your emotional connection to food.|
g8k7dfls,3ger40cj,"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk.    In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?",Speaking with a licensed therapist will help you figure out if indeed you have a problem or not.  I would say the first question you should ask yourself is why you are drinking? The second would be why you feel the need to drink in excess? It may be due to a life event or the crowd you are running with.  Either way a therapist will be able to help you through this as you already made the first step in admitting you are having a difficult time.,2,Speaking with a licensed therapist will help you|why you are drinking? The second would be why you feel the need to drink in excess?|
7n6hjuoz,g4k01bq8,"I'm a teenage girl. I don't know if I'm straight, bisexual, or gay. I've been straight all my life, but a sudden rush of questions have come over me, and I don't know anymore.","Hi Brentwood, While our society tends to want to put us into categories...slots...when it comes to sexuality, because this is nice and neat and convenient...many people find that they don't fit perfectly into one or the other. All you have to do is exactly what you're doing; be aware of yourself and allow yourself to explore these thoughts and emotions both alone and in connection with a safe partner. The people who love you will continue to love you as you sort through this. You can resist the temptation to please others by giving yourself a label. We are attracted to, and fall in love with, people...and we can't always predict what gender they might be. I love how open you are to discovering yourself. Keep on that track. :)",1,All you have to do is exactly what you're doing|
p45o334s,6tq3smbn,"I'm depressed. I have been for years. I hide it from everyone because I'm scared of the reactions I'll get. Last time I tried telling my parents, it was a huge argument about me being too young to be depressed (I’m a legal adult), calling me ungrateful, and telling me that if I can't handle things now, it's only going to get worse in the future (which is turning out to be true). It's exhausting pretending to be okay, and I don't know how much longer I can try. I'm just really tired, and sadly, I can't afford the help I need on my own.","Don't think that you can't afford the help you need on your own.  There are several counselors that see people on a sliding scale that can be as low as $5 (based on your income).  Find a center that is non-profit, they have great counselors as well. It sounds like you know what you are experiencing and know that you need someone to talk to, someone that is willing to listen.  Your parents may not understand what your are feeling right now and that is not totally abnormal.I would encourage you to seek help immediately so you can live the best live you can...which is not being depressed.  ",1,I would encourage you to seek help immediately so you can live the best live you can...which is not being depressed.|
l6ns04ri,8jhq666l,"My fiancé and I have been together for 3 years and our relationship has always been good. The only issue we had was that he felt like he wasn't getting enough sexual attention from me. 

I recently found out he cheated on me with another women.  He says he wants his family back but I'm confused on what to do.  Is it possible for us to get past the cheating, or should I just move on?","Betrayal in a relationship can be one of the most difficult things a relationship can sustain. Sometimes feelings about the betrayal may also trigger past wounds. The fact that ""it only happened once"" may not make it any easier to move forward. I highly recommend working with a mental health professional who has experience working around the issue of infidelity. Together, you can work on healing the wounds and moving forward. I do believe it is possible to move forward, if both partners are ready and willing to do the work to move forward together and create a new vision for their relationship. ",1,I highly recommend working with a mental health professional who has experience working around the issue of infidelity.|
poo0kgr1,1wfdm5kn,My daughter is in later elementary school. She can't color in the lines. Her words jumble together when she writes unless there are big spaces or she skips lines.,"Contact your daughter’s school and ask for an occupational therapy evaluation. An occupational therapist can determine if your daughter struggles with eye-hand coordination, visual processing or sensory motor difficulties. The therapist will develop a plan of care if your daughter demonstrates delays or difficulties in learning. OTontheGo.org mobile therapy that comes to you! Accepting most insurance.",1,Contact your daughter’s school and ask for an occupational therapy evaluation|
cjcjfgah,3hf2d0k0,"My girlfriend was abused as a child. Now, if I hug or touch her in any kind of way she says she feels as if she is being abused as a child. What might be going on?","Thank you for your question.  I think it's wonderful that you are approaching this with openness and curiosity.  The reaction you are describing is extremely common in survivors of abuse.  What you said is insightful...when you touch her ""she feels as if she is being abused as a child.""  From your description, I would agree that in those moments she is re-experiencing something that happened in the past as if it is happening right now.  Re-experiencing or reliving traumatic experiences is a key symptom of PTSD.If you are seeking to better understand what is going on for her, I would highly recommend Bessel van der Kolk's book the Body Keeps the Score.  This book also discusses effective treatments for overcoming trauma.  Best of luck to both of you,Sarah",1,I would highly recommend Bessel van der Kolk's book the Body Keeps the Score.|
nlyv3inl,szo4fb74,"I'm always listening to my husband, but it feels like he never listens to me. 

How do I get my husband to listen to me instead of me listening to him all the time?","Does your husband want to listen to you?Find this out by asking him the question!This way you know whether the goal you'd like to reach is even possible.Some partners prefer that one person is the rule maker or the only one who is entitled to talk about themselves.If your husband tells you he wants to listen to you, or even that he does listen to you, then you can explain in detail the way you define ""listening"", which may be very different than his definition.Basically, no one can directly change someone into being more openminded.What is possible is to tell him your wishes, your willingness to be patient while he develops the habit of listening to you and point out that a relationship is more fulfilling when both partners feel they are receiving from the other one.",2,"Does your husband want to listen to you?|tell him your wishes, your willingness to be patient while he develops the habit of listening to you and point out that a relationship is more fulfilling when both partners feel they are receiving from the other one.|"
fe9c6pwb,3ey7m0lu,"I've worked with this guy for about three years now, and I knew the first time I saw him that I was attracted. Over time, he became a very dear friend, and we talked about our relationship problems, family, dreams, and so on. There was always flirtation with us, and one day pretty recently, it progressed to making out. We agreed to keep it quiet, and we did, but in the back of my mind, I hoped it would become something more. It didn't, and three months later, I'm still not over it.

I'm trying so hard to maintain the friendship because that's what he wants. We're no longer in the same office, which I thought would help me get over these feelings, but we still talk about work, and he's constantly touching me, so I'm still very drawn to him. He's a hugger and such a sweet guy, so I find myself fantasizing all the time about what could have been and what could still be, but he's clearly not interested. He's younger than me and prefers model types, but I see him checking me out a lot, which gives me hope. How do I get him out of my system and still maintain the friendship?","It sounds like a tricky situation. If you want to maintain your friendship and continue to have regular contact with him, getting over him may not be possible. What makes it even trickier is that his actions (hugs and touching) may be misleading and are allowing you to believe that a romantic relationship is possible. Some ways in which we naturally get over others are when we fall in love with someone else or when we suddenly see the person we like in a more negative or unattractive light. If you truly want to force yourself to get over him, cutting contact or setting strict boundaries may be necessary. If you don't see him, over time you can begin to forget about him. If you set boundaries by discontinuing to allow the hugs and touches, you will not feel mislead or have the idea in your mind that he is being flirtatious or interested. It would be difficult to continue the relationship as is and expect your feelings to change. Thus, being proactive by talking to him about boundaries or cutting contact with him are two things you can do that will likely help you to get over him. Good luck! ",1,cutting contact or setting strict boundaries may be necessary|being proactive by talking to him about boundaries or cutting contact with him are two things you can do that will likely help you to get over him|
8921g9w2,j7ba2f5k,"For the past four weeks, I've been having nightmares and hearing voices telling me of horrible things. They're not random voices, but rather, the voices of those I care about.","Write down your nightmares and discuss them with an analyst or psychotherapist who specializes in dreams, as I do. If you are hearing voices while awake, see a doctor right away.  If the voices are strictly in your dreams, do call for therapy and talk to your caring others about what's happening.",1,"Write down your nightmares and discuss them with an analyst or psychotherapist who specializes in dreams|see a doctor right away.  If the voices are strictly in your dreams, do call for therapy and talk to your caring others about what's happening.|"
efi3q7fl,qyupghym,"I'm a teenager, and while I’ve never been to any kind of therapist, I noticed I experience several anxiety symptoms. I frequently find myself not going out and following my parent around the house. I can't go into stores (grocery stores specifically) on my own, and when I do, I have to be on the phone with my dad the whole time. I also forget things a lot.","With the way you described your anxiety, it sounds like you have different types of anxiety. I'm not sure whether you have anxiety of public places, large crowds, being alone  (sometimes called separation anxiety), or some combination thereof.One thing that would be helpful would be to track your anxiety and see how anxious you are (on a scale of 1 to 10) in different situations. Also, if you know what leads up to your anxiety, it would be good to know this as well so you can look for patterns.As for forgetting things, you could be anxious because you are forgetting things or you could be forgetting things because you are anxious. When you are having anxiety, certain parts of your brain are overactive because you are in a kind of protective mode. It's also possible that forgetting things and anxiety are not related.Something else to try would be to notice where you feel your anxiety in your body and put your hand there is a way of giving yourself comfort.Another thing about anxiety is that having anxiety can lead to more worry about having more anxiety. One thing that helps for some people is to go to the regular primary care doctor to make sure that there are no physical problems (just for the regular physical) so they know that there are no physical problems and that the anxiety will lessen in a few minutes.Also, if you are able to notice your feet on the floor or your hips in the chair, this is helping you to be mindful of your body and connecting you to your surroundings. During this in combination with naming your emotions can be soothing as well. For example, in the grocery store, if you are feeling anxious, you could say to yourself ""I'm anxious right now and I'm okay"" while gently shifting your weight from one foot to the other. No one around you would notice what you were doing and the motion may be soothing to you.Anxiety can have a lot of different causes and things that trigger it. If it is difficult for you to work it out on your own (which is very common), consider talking with a local therapist so you can have more specific ideas.Also consider making a list of people who you trust and what it is about them that makes you feel comfortable.",1,"track your anxiety and see how anxious you are|try would be to notice where you feel your anxiety in your body and put your hand there is a way of giving yourself comfort|if you are feeling anxious, you could say to yourself ""I'm anxious right now and I'm okay"" while gently shifting your weight from one foot to the other.|consider talking with a local therapist so you can have more specific ideas.Also consider making a list of people who you trust and what it is about them that makes you feel comfortable.|"
yk99j3f7,dgdyrvya,"I think i may suffer from depression, and it is affecting my life and sleep. I am on my parent's insurance, and they won't let me see a therapist because they don't believe in it.","The answer here really depends upon your age and something called the ""age of consent"" in the state where you live. In Pennsylvania, anyone over the age of 14 can provide consent for their own treatment. As for billing purposes, try talking to some local agencies. If you are under 18, you may be able to have Medicaid out of medical necessity so that you can have treatment. If you are over 18, there may be some discounted rates at some agencies because of the situation you're in. Maybe your primary care physician will be able to refer you to some local agencies.If you are in school, you may be able to talk with a guidance counselor or someone at the school. This would not require using your insurance.",1,"Maybe your primary care physician will be able to refer you to some local agencies.If you are in school, you may be able to talk with a guidance counselor or someone at the school.|"
vuxbiqmx,3vmzelj9,"I'm always told I'm not good enough or trying hard enough. I put 100% in to every thing. I'm worn out, I've worked on all of my family relationships, I'm doing great in school, I'm kind to those in need and otherwise. I stick to my religious beliefs and leave room for mistakes and learn from others so I don't have to make as many and the ones I do I learn from.  Somehow it's still not good enough and nothing I do works. Nothing has changed, and I feel hopeless. Any suggestions or ideas?","It sounds like you are aware of your positive traits but you are struggling with someone who does not acknowledge nor celebrate your efforts or achievements.   It seems like that is affecting your inner voice, which allows you to accept yourself for who you are.My suggestion is to explore that relationship and decide if that person’s opinion should determine how you feel about yourself.   If this is an important relationship, you could communicate to this person how the lack of positive feedback is affecting you.  Then, work on spending more time with those who value you, and can give you praise, encouragement, and constructive criticism.  Also, explore your religious beliefs, and what is they say about who you are as a person.  Finally, explore with a Counselor your inner voice and try to figure out if the negative message is settling in and harming your self-esteem.   Through therapy, you could learn to self-compassion and acceptance wich will help your self esteem.¿Cómo manejo el sentirme que “no soy suficiente bueno”?Siempre me dicen que no soy suficientemente bueno o no trato lo suficiente.  Yo pongo el 100% en todo.  Estoy agotado, he trabajado en todas mis relaciones, estoy muy bien en la escuela, trato bien a las personas que lo necesitan.  Me aferro a mis creencias religiosas y dejo espacio para los errores, y aprendo de otros para no tener que cometer los mismos.  Aun así no soy suficiente y nada de lo que hago funciona, me siento desesperanzado.  ¿Alguna idea o sugerencia?Al parecer estas consiente de tus características positivas, pero estás teniendo  dificultad con alguien que no reconoce tus esfuerzos, ni logros, y eso está afectando esa voz interior que te permite aceptar quien eres.Mi sugerencia es que explores esa relación y analices si la opinión de esta persona va a determinar cómo te valoras a ti mismo.  Si es una relación valiosa, puedes comunicarle a la persona en cuestión como te afecta la falta de comentarios y opiniones positivas.   Luego enfócate en pasar más tiempo con personas que te valoran, te dan halagos, te motivan y te aconsejan.  También explora que dice tu religión sobre quién eres como persona y cuál es tu valor.  Y por último, explora con tu Consejero si ese mensaje negativo esta afectando tu autoestima.  A través de la terapia puedes aprender tecnicas auto compasión y aceptación que ayudaran a fortalecerte.",1,explore that relationship and decide if that person’s opinion should determine how you feel about yourself.|communicate to this person how the lack of positive feedback is affecting you.|work on spending more time with those who value you|explore your religious beliefs|explore with a Counselor your inner voice|
wgj6f4x0,60m9x1ls,"Maybe this is a stupid question, but I sometimes don't know what's real or not. If feel at times like everyone's lying. How do I know if God is one of those lies?","Believing in God is a matter of faith.  There are many opinions out there for and against God’s existence.  But the real question is not if God is real or not, but, do you want to have faith and decide that he exists?  This is a personal choice.  Reading scripture may help to learn more about those who struggle with believing, but again, you decide if you believe that scripture is true or not.   Praying and asking for a revelation or a confirmation may help as well, but again it is another act of faith. Estoy teniendo dificultad con la idea de: ¿Dios es real o no?Tal vez es una pregunta estúpida, pero algunas veces no sé que es real o no.  Siento que todo el mundo miente. ¿Cómo se si Dios es una de esas mentiras?Creer en Dios es una cuestión de fe.  Hay muchas opiniones en favor y en contra de la existencia de Dios.  Pero la verdadera pregunta no es si Dios existe, pero si tu quieres creer que existe.  Esto es una decisión muy individual.  Leer la Biblia te puede ayudar a conocer sobre algunas personas que han dudado, pero de nuevo, tu decides si las escrituras son reales para ti. Orar y pedir una revelación o confirmación es otro acto de fe, que te puede ayudar.",1,do you want to have faith and decide that he exists?|Reading scripture may help to learn more about those who struggle with believing|
zy6chjgm,7cpc2m2b,"I’m a man, and I’m soon to be married. I have been messing around with other men on the side. It started as a once in a while thing, but it’s been happening a lot. I don't know what to do.","I would start by examining the reasons for seeking out other relationships. Are you getting something from the other men that you do not currently receive from your current partner? Such as, is it more exciting with others and that excitement is lacking in your current relationship?",2,"I would start by examining the reasons for seeking out other relationships.|Are you getting something from the other men that you do not currently receive from your current partner?|Such as, is it more exciting with others and that excitement is lacking in your current relationship?|"
tqtsa83l,29carahv,"After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.","This must be so difficult for both of you.  Watching someone you love suffer so profoundly can bring up lots of difficult feelings.  Without knowing what you are already doing, I have a few thoughts to share with you. First and foremost, know that you cannot fix this for him, and get support for yourself.As much as you are able, make space in your relationship for him to talk about what he is experiencing.  He might not want to talk, and that is ok.If he wants to talk, try to listen without judgement and without trying to talk him out of his feelings.  Focus on validating his feelings and just sitting with him in his pain.Let him know how you feel...that you love him, that you care, that you are concerned, that this is scary for you too, that you are here.I hope that this is helpful.  On my website (www.sarahmcintyrelpc.com), I've written a series of blog posts about coping with distress.  The techniques I've written about there may be supportive for you and your husband.  Sending warm wishes your way.  -Sarah",1,"make space in your relationship for him to talk about what he is experiencing.|He might not want to talk, and that is ok.If he wants to talk, try to listen without judgement and without trying to talk him out of his feelings.  Focus on validating his feelings and just sitting with him in his pain.Let him know how you feel...that you love him, that you care, that you are concerned, that this is scary for you too, that you are here.|"
48nqsy1s,gjagcqzn,"I'm going through some things with my feelings and myself. I barely sleep and I do nothing but think about how I'm worthless and how I shouldn't be here.
   I've never tried or contemplated suicide. I've always wanted to fix my issues, but I never get around to it.
   How can I change my feeling of being worthless to everyone?",I first want to let you know that you are not alone in your feelings and there is always someone there to help. You can always change your feelings and change your way of thinking by being open to trying to change. You can always make yourself available to learning new things or volunteering so that you can make a purpose for yourself.,1,You can always change your feelings and change your way of thinking by being open to trying to change. You can always make yourself available to learning new things or volunteering so that you can make a purpose for yourself.|
2pnnz09h,7u6b5gtx,"I have been in a relationship with my boyfriend for about six years now. In the past, our relationship was difficult and frustrating. We argued a lot, and due to that, there was a lot of tension between us. We stayed together because we love each other and wanted to make it work. I used to party a lot, and several times I got into situations where I would end up kissing someone else. These situations were never more than just kissing. I have come clean about these situations with my boyfriend, and he decided to forgive and move forward with me. I love him so much and want to work things out too, but I'm having a difficult time understanding how he can forgive me. I can't seem to forgive myself. I'm overwhelmed with feelings of guilt and unworthiness.","Hi Cerritos,This is an interesting twist because it's more common for the person in your position to want to move forward, and for the person who was wronged to struggle with forgiveness. You are lucky to have a loving, compassionate partner, and your boyfriend is lucky to have a partner who takes full responsibility for their actions. My hunch is that you learned some things about yourself when you were younger that are playing a role here. Your sense of worthlessness seems out of proportion to the mistakes you made. You don't have to be perfect in order to deserve the love of a good man. You only have to have the maturity to recognise when you've hurt someone and work hard to make it better. Who in your life overreacted to small mistakes you made? Were you shamed as a child? Did you learn that you deserved to be punished? Did something bad happen that you thought was your fault? Is there a mistake you made long ago that you need forgiveness for? There is a younger person inside you waiting to be forgiven for something they weren't entirely responsible for. The bar is too high for you. If I was your therapist, I would work with you to find the source of the shame, and address that wound. If you want to move forward and be with your boyfriend, your job will be to forgive yourself. Forgiving doesn't mean ""it was okay""; forgiving simply means that it happened, that you can't erase it, and that you don't want to carry it around or punish yourself for it anymore. You have done many things here that you can feel proud of! You've 'come clean', you've been honest, you've taken responsibility for your actions, you've not tried to minimize what you did, and you've chosen to be more loyal and aware of how you impact your boyfriend. These are all things you can use to build your sense of worth. You are acting very honourably. It's time to put your past mistakes away on the shelf knowing that you've learned from them and are a better person now. It's not our mistakes...not our worst moments that define us...it's how we handle them afterwards.I wish you growth and happiness.",2,ho in your life overreacted to small mistakes you made? Were you shamed as a child? Did you learn that you deserved to be punished? Did something bad happen that you thought was your fault? Is there a mistake you made long ago that you need forgiveness for?|
gbsnp74u,vo7xamc2,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?","Of course not. Counseling is a process, whereby you and your therapist will help you create goals- starting with issues that are most pressing and interfering with your daily functioning. When anxiety and daily stress is more manageable then you and your therapist can examine more deep rooted or more chronic issues.",0,
m1iaiech,xxo0z2ho,"My ex-wife married and used me to have a child. She now uses that child as a pawn. I know my child misses me, but I need to move on and not live in the past. How do I do this? Do I see my child as much as possible or very little? Is it more confusing for the child?","The thing that confuses a child the most is for a parent to come and go from their life. Children have a way of making things their fault, even when they have done nothing wrong. Because of this, when parents cut off contact, the child thinks it's their fault. As hard as that already is for a child, it is even worse when a parent pops in and out of their life. This makes the belief even more strong for them. They start to think, ""why does dad keep leaving? What am I doing to keep making him go away?""I believe a child needs both parents in their life. Whether she used you for a child or not, that child still exists and never asked for this. They didn't ask to be born into drama and two parents that can't make things work. You can move on and start over while still maintaining a relationship with your child. If you start over far away, this may mean less visits but you'll still be a part of their life. Just make sure when you make a commitment to this child to stick to it. Every child deserves that much. Good luck to you! :-)",1,Just make sure when you make a commitment to this child to stick to it.|
do5mle45,4cpuzuok,I don't know what to say. I have never really known who I am.,"I'm having the same issue... I think you need to consider your morals and what you really want out of life. If there's something you want to achieve, that's who you are. And you need to put yourself into that and immerse yourself in the purpose of whatever you want. It doesn't matter how small it may seem. If there's nothing you want badly then think about other things. What others want or what you need or what others need. Find something that feels important and commit to it. ",1,you need to consider your morals and what you really want out of life.|you need to put yourself into that and immerse yourself in the purpose of whatever you want.|Find something that feels important and commit to it. |
9z95lvr9,1s2hmdwe,"When I'm in large crowds I get angry and I just can't deal with people. I don't really like other people (I prefer animals) they make me nervous and scared.
   I lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying, I have more conversions in my head than I do with actual people.    I don't know what's wrong with me and why I feel this way. What should I do?","I think you have a lot of insight into what’s going on - being able to pinpoint the issue you’re facing and describe the responses it evokes. It sounds like you may be dealing with social anxiety and it may be beneficial to talk to a professional counselor about this. A therapist can help you develop tools (or coping strategies) for dealing with these situations. From what you’ve shared, you might benefit from animal assisted therapy. Equine therapy is a great approach, or even just working with a therapist who uses animal assisted therapy integrated with a traditional approach to counseling.",1,"A therapist can help you develop tools (or coping strategies) for dealing with these situations.|you might benefit from animal assisted therapy. Equine therapy is a great approach, or even just working with a therapist who uses animal assisted therapy integrated|"
9ho2a2dr,lzya5uey,"I have a friend that who I used to be in a relationship with. It was brief and turned into us being just good friends.
   I spent the weekend with him and it upset my boyfriend. Was i wrong?","Ideally you and your boyfriend will reach a balance point where you and your boyfriend are each happy with the level of involvement you have with your former boyfriend.Start w a discussion with your current boyfriend as to what specifically he doesn't like about your friendship with your former boyfriend.It is possible that you can answer his concerns as well he can find out from you more as to what the friendship is all about.As a therapist, I've never seen a former romantic relationship become only a friendship.   As sincere as you may be in your intention to only keep the friendship with the former relationship partner, if  your former boyfriend secretly has romantic feelings for you, then at best, you've got an unclear friendship with this person.The obvious possibility is to socialize together with your current boyfriend and your former one. If neither guy would go for this, then this would show there is an undercurrent of competition for your romantic attention.Basically make your romantic partner's feelings and your own, the major considerations and discuss from this perspective.",1,"Start w a discussion with your current boyfriend|Basically make your romantic partner's feelings and your own, the major considerations and discuss from this perspective.|"
cheapmb8,d0keiov3,"He said he would try and he never did. It's been nine months, and this is making me worse. Today, he said I have to respect whatever decision he makes. Is that true? Am I supposed to respect the decision to leave because he can't handle what I'm going through and leaves me here crying and worried every night? He's constantly changing his mind on if he wants to work it out.","When you are at your lowest, you have an opportunity to learn not just about the people around you and who you can depend on, but also, so much about yourself and why you have come to the place that you have. Take this time to do some introspection and learn yourself. It will give you the power to recover from whatever it is that has broken you. We'd love to talk with you. Please contact us sometime.",1,Take this time to do some introspection and learn yourself.|
16yleq5v,ls7viv7n,"Is it normal for people to cry during therapy, or is it just me?","Yes, it is very normal to cry in therapy. Expressing your feelings is very cathartic and allows you togain a deeper understanding into yourself and how the issue is affecting you.",0,
qvi716m7,engewfkr,"I am a peaceful person, but I often find myself having thoughts about killing people. Eventhough I like the thoughts at the time, they make me cry. Why do I feel like this?","Hello, and thank you for your question. Clearly this is something that has you very concerned. Sometimes thoughts are just thoughts, and they are pretty harmless. Many people have thoughts of killing someone, but they would never actually do it. They really don't even want to do it, they are just having a thought. Other times, thoughts are a sign of something more serious, and we should receive help when they start to worry us. I would recommend meeting with a counselor to discuss these thoughts. It is usually a safe environment where you can get advice with little judgement. Now, If you begin to start thinking about killing someone specific and making a plan to do it in reality- you should call for help immediately. By help, I mean 9-11, or a family member or friend. You would want to get help before doing something to harm yourself and others. Again, none of this is to judge, but rather to encourage you to get the help you're seeking. Either way, when we become concerned about some aspect of our behavior, seeking counseling is usually a good choice. Be well, Robin J. Landwehr, DBH, LPCC, NCC",1,"I would recommend meeting with a counselor to discuss these thoughts. It is usually a safe environment where you can get advice with little judgement. Now, If you begin to start thinking about killing someone specific and making a plan to do it in reality- you should call for help immediately. By help, I mean 9-11, or a family member or friend. You would want to get help before doing something to harm yourself and others|"
aob2g3ya,vjbtpck4,"I’ve been on 0.5 mg of Xanax twice a day for the past month. It hasn't been helping me at all, but when I take 1 mg during a big anxiety attack, it calms me down. I was wondering how I can ask my psychologist to up the dose to 1 mg twice a day without her thinking I'm abusing them. I just have very big anxiety attacks. Should I stay on the 0.5mg and deal with the attacks or should I ask to up the dose? I'm afraid she will take me off them and put me on something else.","In general, Xanax is very short-acting. You mentioned that you are afraid that your medical provider will take you off of the Xanax and put you on something else. If the Xanax is not working well for you, I wonder if something else may work better. What is your reasoning there? Also, sometimes there are medications that you can take in addition to Xanax.In addition to talking with your medical provider about changing the medication, try to track your levels of anxiety on a scale of 1 to 10 throughout the day so you can get a pattern of what is happening. Also consider writing down what is happening before you have anxiety attacks. This may help your medical provider know what medication may be helpful to you or what changes could be made.As far as how to discuss this with your medical provider, I would suggest mentioning the symptom changes you are having (anxiety attacks that are not helped with 0.5mg of Xanax) and ask what they would suggest that might help. If your medical provider suggests taking you off of the Xanax, I would recommend talking about the reasons why you would prefer to stay on the Xanax and what your concerns are about coming off of it. You could also ask whether anything could be combined with Xanax.There are also many other anxiety medications. I have seen lots of people that take more than one medication to lessen anxiety that they are having.I would also consider talking with a therapist (unless the person who is prescribing a medication is also doing therapy with you). Getting more information about your anxiety and how it is affecting you may be greatly helpful to you.",2,"If the Xanax is not working well for you, I wonder if something else may work better. What is your reasoning there?|try to track your levels of anxiety on a scale of 1 to 10 throughout the day so you can get a pattern of what is happening. Also consider writing down what is happening before you have anxiety attacks.|consider talking with a therapist (unless the person who is prescribing a medication is also doing therapy with you). Getting more information about your anxiety and how it is affecting you may be greatly helpful to you.|"
howlxaax,bhb1felo,I don't know how to tell someone how I feel about them. How can I get better at expressing how I feel?,"Let's just start with being real. Expressing
yourself is vulnerable, and being vulnerable is hard. It takes courage and work
to be vulnerable. My guess is that you have been shown in your lifetime that
being vulnerable (ie, expressing yourself) is unsafe. My assumption would be
you have been criticized, or ignored when you have expressed yourself in the
past, it has taught your emotional self to simply not do it again. This is a normal
protective mechanism that you have used to cope with past feelings of hurt. It
will take time and work to engage again in an emotional way.I would start my practicing and
identifying how you feel to yourself. Check in with yourself multiple times a
day to gage where you are at emotionally. After you feel you have a good grasp
on this, start to engage in emotional conversations with others. Choose others that
feel safe to you, a good friend that knows you well, or a sibling or family
member. Expressing yourself is a behavior that you have suppressed out of
protection, so you can choose to engage in safe emotional expression behaviors
just the same. Best of luck!",1,"Check in with yourself multiple times a
day to gage where you are at emotionally. After you feel you have a good grasp
on this, start to engage in emotional conversations with others. Choose others that feel safe to you, a good friend that knows you well, or a sibling or family member. |"
