sp_id,rp_id,seeker_post,response_post,level,rationales
6y1srltv,k81wbjh5,"I am a teenage girl. I've been seeing the same dream once in a while since I was very young. The problem is that I don't remember anything about this dream. I still know that it's the same one, and then I wake up in a panic, and I cry really loud without knowing the reason. Why do I see the same dream, why can I not remember it, and what should I do to remember it?","There is no scientifically established formula for understanding dreams, that I know about, however, many people get a great deal of value from exploring what their dreams mean. It is believed by many that our dreams contain metaphors that represent meaningful patterns in our lives and relationships and if we pay attention to them we can learn important things about ourselves. One thing you might try, to see if you can get more insight into the dream and possibly begin remembering things, is to take note of whatever you do remember, any details about your experience, such as when do you wake up from the dream, how do you feel, both emotionally and physically, what are you thinking about when you wake up, is there any pattern in terms of what happens to you in your waking life around the time you have this dream... If you can keep a journal or a recording device to speak into by your bed, you can try to record whatever you do remember and notice as soon as you wake up. People seem to have more difficulty remembering dreams, the more time they let go by before attempting to record the dream, or if you go back to sleep before recording what you remember.",0,
2lu2vram,trfv5y4i,"I'm depressed. I have been for years. I hide it from everyone because I'm scared of the reactions I'll get. Last time I tried telling my parents, it was a huge argument about me being too young to be depressed (I’m a legal adult), calling me ungrateful, and telling me that if I can't handle things now, it's only going to get worse in the future (which is turning out to be true). It's exhausting pretending to be okay, and I don't know how much longer I can try. I'm just really tired, and sadly, I can't afford the help I need on my own.","Hi Georgia, There's a really good lesson here. People tell us things, and we tend to think that's the truth...but it's not! I'll do some translating for you...""You're so ungrateful"" means ""I need you to be successful and happy in order for me to feel I'm a good parent"".""You're too young to be depressed"" means ""I don't want to deal with your mental health issues right now. I'll pretend it's not happening so I don't have to face my fear and shame"".""It's only going to get worse"" just means ""I don't know how to support you beyond scaring you into wanting to at least fake happiness for my sake"".Your parents are being unsupportive, not because you're not suffering, but because this is all they're capable of right now. They are not where you will find the support you need, so keep looking for it in other places. It's out there. If might be an aunt or a friend, or a friend's aunt. It might be a therapist or a bus driver or your family doctor. Keep looking for someone who will hear you. I hope you don't ever give up. :)",2,Keep looking for someone who will hear you. I hope you don't ever give up.|
2qkwtb4e,pzihudma,I think about death all the time because I feel so alone. I want someone to love and someone to love me.,"Feeling alone and/or isolated is almost always associated with being depressed. As humans, we need connection and interaction with others in order to feel satisfied. Given that you are frequently thinking about death, I highly recommend that you see a mental health professional as soon as possible to help assess your immediate needs and address any underlying issues that may be contributing to your feelings of loneliness and depression. The good news is that with proper, consistent treatment and commitment to change, things can really turn around for you. A therapist can work with you on building enjoyable activities into your daily routine, change maladaptive thought patterns that contribute to your sadness, and help with exploring what has gotten you to where you are. By learning about where your sadness originates, engaging in preferred activities, and changing your thought patterns, you should begin feeling relief from the burden of depression. What will likely result, is further opportunity to find social outlets and an increased ability to connect with others. Don't give up. Create some short terms goals that you can likely achieve and make your treatment a priority and a focus. You have already taken the first step in getting better by writing to this site. Keep on this path and believe in yourself. Best of luck to you!",2,Keep on this path and believe in yourself.|Best of luck to you!|
c98akzzd,dulcjfvw,I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,"Hello, and thank you for your question. First, I want to say that it is great that you are are willing to admit that you share some responsibility in some of the relationship problems you are having. This isn't always easy to do, but it sure is important if you want to see improvement. It does sound cliche, but communication really is the bedrock of relationships. And not just intimate partner relationships, but really any relationship that is significant to us. It sounds like you are saying that you have a difficult time really listening to what your partner is telling you and then responding in a way that is helpful. I want to tell you that you are not alone. Good communication skills are not really something you are born with, we actually have to learn them. The good news is that there is great information available to help you do that. Ultimately, some people must seek professional help through couple's counseling in order to get help with this process. This is because some of the hurt and anger could be at such a level already that you may need help setting boundaries, creating a plan, learning new skills, and staying on track. If that is not something you can afford or can do right now, here are a few suggestions that may help. Personally, I am big fan of Dr. John Gottman. He is an expert in relationships and wrote a really great, easy-to-read book called The Seven Principles for Making Marriage Work. Dr. Gottman discusses the kind of communication that healthy couples seem to have, which can be helpful and worth trying. You can buy Dr. Gottman's book on Amazon for under $9. It's a good deal. There are a variety of websites that have good information that may help you build your communication. Here is one that I found that has a few good tips. http://www.helpguide.org/articles/relationships/effective-communication.htm You can try them and see if they are helpful. ***It is important to remember that like all new skills, communication requires practice and we surely fail several times before we start getting good at it. If you were ever a pitcher in baseball, then you know you have to throw thousands of pitches before you really start hitting your strike zone consistently. Allow yourself to make mistakes, own them, and start again. I hope these suggestions help, and good luck.Robin Landwehr, DBH, LPCC ",2,"thank you for your question|First, I want to say that it is great that you are are willing to admit|I hope these suggestions help, and good luck.|"
qussniwk,9eu45p2q,"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk.    In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?","Hello, I commend you for your courage in taking a look at the role alcohol has in your life. It sounds like you're concerned about what happens when you drink too much and I suspect you already know the answer to your question about whether you have a problem or not. I imagine you would like to stop feeling guilty and would like to avoid cheating on your boyfriend or other negative consequences and maybe have a fear of being or becoming an ""addict"" or ""alcoholic."" You might have a ""problem"" but that does not necessarily mean that you are an addict. I don't have information to know if ""addiction"" or ""dependence"" or other words would best describe where you are with drinking, but it sounds like it's begun to have some negatives, so forgive me using words like addict, dependence and so on. I mean it more as a road map than a diagnosis. The feedback I'm writing here is very general and doesn't address physical dependence and many other factors that might apply to your situation.  One of the ways to think about substance (mis)use is to think of addiction as a disease of avoidance. Let me repeat that: it is a disease of avoidance. Your ultimate task in living a balanced life is to figure out what you're avoiding and develop other ways to manage those feelings, experiences, and so on. And of course, along the way, you may want to look at triggers, situations, biological vulnerability, social pressures, coping skills, relapse prevention planning and so on. Depending on where you are in your drinking, you might very well benefit from expertise and support. Remember also that alcohol depresses our central nervous system and disinhibits us. That means that alcohol is often a substance of choice to relax, destress, calm down, etc. Also, it allows feelings, thoughts, and behaviors that we usually inhibit to be expressed. If you were unfaithful and often angry, that's your first signpost. For angry drinkers, it is often true that you don't drink and then get angry, you drink in order to express anger. I recommend you find someone you can speak frankly with, who is knowledgeable about addiction. Wishing you the best health and wellness.",2,I commend you for your courage in taking a look at the role alcohol has in your life|Wishing you the best health and wellness|
phcjcg5s,q4cd83fn,"When I go to school, I feel like everyone is judging me, even my friends. I get overwhelmed which these thoughts and sometimes cannot get out of what I call a deep hole of thoughts. I barely go to any of our school dances because of all of the people. Not even when I am completely alone do these thoughts go away. I still feel like people can see me and are judging me.","It sounds like a couple of things are going on here; you are noticing yourself feeling judged by the people around you and that you are avoiding social activities and in addition to this you have intrusive thoughts that you are being judged, even when alone. It sounds like these thoughts are pretty distressing and you are wondering what is happening to you. Many people who come to therapy experience intrusive and distressing thoughts of various kinds, which often influence their behavior in ways that they may not like, such as leading them to isolate. In therapy, you may be able to gain insight into the nature of your distress as well as learn ways to cope and eventually alleviate this distress so that you can have satisfaction and security in your life and relationships.",0,
uh61j0u1,c8lg0htq,I am going through a very hard time and I'm so depressed. My parents are getting a divorce and a lot of bad things are happening. I want to lull myself.,"Consider yourself quite normal for feeling overwhelmed and depressed about your parents divorce.   This is the most natural way to feel at this time.Depending on how old you are, and whether you live under their roof,  are dependent on their support, and are either part of the decision or not, of with whom and where you will live, start considering these points.How did you find out about the upcoming divorce?Are either of your parents reluctant to answer your questions or is it clear that neither of them want to talk about anything with you?Whatever your fears and questions about your own future, these are all real.  It is necessary for you to know about your basic future.If you are living on your own and the main problem is your inner adjustment that your family structure is completely changing, then probably a good therapist would be a great help to you now, to clarify these tensions.Sending lots of good wishes for an easy resolution to your new path!",2,Sending lots of good wishes for an easy resolution to your new path!|
iiwhcf05,0t3x1zw6,"How do you know you have the right therapist for you?
 How would I know how to ""train"" my therapist to be able to give me what I need from treatment?","Though this varies from person to person, I think finding the right therapist involves finding someone who you're comfortable opening up to and speaking your mind, including your preferred areas of focus for treatment. It's important to be aligned with your therapist's general approach and, to find someone who you feel genuinely attuned to, both in practice and also, with who they are as a person. Bringing up your needs for treatment is key and finding someone who validates your needs, listens and welcomes feedback are all important building blocks for creating space for a great working relationship that promotes personal growth, openness and invites adaptable approaches in session, based on your individual needs.",0,
dfjfnaf2,bstob7jj,"I have attention-deficit/hyperactivity disorder, posttraumatic stress disorder, anxiety, anger, and memory problems. I can't work. I have no income. I'm on medicine, but I feel worthless. I want to be normal.","I am so sorry to hear that you are struggling.  It sounds like you've had a traumatic experience that has impacted your life in many ways.  Without knowing much about your history, I wonder if the trauma you suffered has lead to the anxiety, anger, and memory problems you are dealing with, in addition to PTSD.  I would encourage you to look for a trauma therapist who offers a sliding scale or pro bono services.  There may also be community mental health services in your area that offer free therapy if you are eligible for grant.",1,I am so sorry to hear that you are struggling.|
xahdoo30,8560yn00,They're calling me names like hypocrite and a baby even when they act in the same manner as I do. I'm tired of being called names. What should I do?,"It sounds like your confused as to why your friends would be calling you a hypocrite when they act in the same manner, correct? Communication is key to any relationship. I would recommend speaking with your friends face-to-face to address why they feel your behavior is concerning. In-person contact is the best method of sorting out differences considering texts, emails or any written response can be misconstrued. Be upfront with them and let them know that being accused of hypocrisy is hurtful and you feel it is unfounded. If after speaking with them you feel that they have valid reasons for the way they are feeling, maybe you can consider modifying your behavior accordingly. Especially if this friendship is valuable to you. However, make sure they are aware that there is a respectful way to address these issues and name calling is not one of them. On the other hand, if you feel that their reasons are indeed unfounded, it may be best to distance yourself from the relationship. Not all friendships are healthy ones. And it is important that you surround yourself with people who are an asset to your self esteem as opposed to those that hinder it.I hope you are able to get this matter sorted. Best of luck!",1,I hope you are able to get this matter sorted|Best of luck!|
0xelejgg,g4wknxdo,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",Hi! Many people begin their therapeutic journey with histories just like yours and experience transformative shifts in their quality of life.  I hope you are able to find a counselor you feel comfortable working with and do the work if you feel called. Best of luck on your journey!,2,I hope you are able to find a counselor you feel comfortable working with and do the work if you feel called|Best of luck on your journey!|
n03ur092,7bda4jpv,"I've been hospitalized twice. Once was last month for psychiatric help. I'm on medicine, but I'm struggling with fighting the negative thoughts, irrational fears, and loneliness. The people around me aren't helping much.","If you are someone who usually has a job, pays or contributes to household bills, and generally manages your own daily life, then here are some suggestions.Start with small changes in your life so that you will feel successful in developing little areas of personal happiness.Since the people whom you currently are in your life ""aren't helping much"", consider branching out your life so that you are with those with whom you do feel help you.Follow your natural interests.  If you like reading, look online for a local book club.   If you like watching birds, look up a bird watching group.Social isolation increases the intensity of negative feelings.Also, the way healthcare is set up in the US, psychiatrists spend 15 minutes asking a person questions and then giving them a pill script.    There is almost no human interest in the person.If you'd like feeling better as a person, then find people.   Relying only on our mental health system will keep you feeling low and unsteady.If your life is a little more sheltered and you are in a group home setting or your basic needs are taken care of by someone or some organization, then similar advice is still valid.Find and participate in whatever human settings which appeal to you and are available on a somewhat regular basis.",0,
w232b44e,utpw5fca,I'm 15 and my girlfriend is 14. Am I a pedophile because I'm attracted to her and she's under 18?,"Nope! In fact you are NOT a pedophile. That term is reserved for older adolescents attracted to children, or adults who are attracted to children. I see an age difference as being one key factor in determining pedophilia if the older person is still in adolescence. You being only a year older than your girlfriend doesn't qualify, so go right ahead and be attracted to your girlfriend without shame!",0,
ebmoc4ku,03gvgt4g,"I'm a female in my mid 20s.  Lately I tend to over drink and I've become a very angry drunk. 

In the past, I have even cheated on my boyfriend while I was under the influence of alcohol. 

But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?","Usually when someone asks if they have a problem, they believe they do have a problem!The first step is to understand your own theory and definition as to what problem you feel you have.  Some possibilities are feeling unhappy in the relationship to your boyfriend, not having enough discussion between the two of you, not feeling cared about by your boyfriend, not liking your boyfriend.Did you grow up in a family in which the grownups drank to the point of excess at the times they felt stressed?Family modeling of how to handle problems may have left you no knowing how to handle stress except to drink to excess.Ask yourself what it is you feel guilty of doing?The guilt may point you in a good direction if it is your sense of self-esteem telling you to find better ways of managing your life.Do you drink alone or together with friends?Try defining your specific reasons for drinking because this is the first step to know how to handle the situation differently.",0,
23ac4klw,j6ap959k,"My husband doesn’t trust me for some past we had. I know all marriages have their ups and downs, but sometimes, I feel I am getting tired of the same thing over and over: that I am messing around, which I am not.","The good news in the way you're feeling is recognizing that your husband's trust of your actions, makes a difference to you.The typical therapy formula for restoring trust between two people after some sort of betrayal, is for the one who has broken the trust, to earn it back.Restoring trust requires both persons to actively involve themselves in this process.The person who tires earning back trust, must know what standards for this, of the one who was betrayed.The person who feels betrayed must willingly be open minded to accepting the efforts of the one who tries earning back their trust.As simple as this formula sounds, the actual process of restoring trust raises a lot of emotion on both sides, therefore causing difficulty in keeping discussions in this area, on track.The best way of success in restoring trust between partners, is utilizing a couples therapist who would be able to guide your conversations back on track, and also open emotions for discussion when relevant to restoring trust.Good luck in establishing new terms with your partner!",1,Good luck in establishing new terms with your partner!|
sgm4n1x6,i4yzecxw,I have been having horrendous nightmares this whole month.,"Are you facing any type of overwhelming situation in your waking life?Dreams and nightmares are the non-logical ways in which we make emotional sense of what goes on in our everyday waking world.Besides having some type of relaxing bedtime routine to set a peaceful mood for your sleep, and avoiding viewing violent films and video games as entertainment, maybe even avoiding news stories which sometimes have similar themes of violence, the content of our dreams and nightmares is out of our direct control.Your nightmares may offer useful clues as to what you're trying to resolve in your life.  Pay attention to the story of your nightmare because it reflects how you feel in waking life.If you feel helpless and silenced in your nightmare, or taken advantage of, or whatever dreadful situation goes on during your nightmare, then look for where in waking life, you may feel similar.In this way, you'll become clearer about stressors in your life that you may not have realized existed were it not for the stress of nightmares.",0,
0hf6vamh,l9tyuv23,"I have a lot on my mind, but all I want to do is stay locked in my room and not socialize with anyone. Why do I feel so alone?","There is a difference in someone agreeing to try something and agreeing to continue to do it. Have you ever been willing to try something and then decided you did not like it? A type of food? A sport? A new restaurant? A type of dance? So this does not mean that things have changed between you. It does mean that the two of you may need to spend some time to find out what you both like. Instead of looking at it as a rejection, look at it as a challenge, an adventure that the two of you can go on as explorers together. Some couples have even found it helpful to each write down ten things they would like the other person to try and then each person can pick three things from the other person's list to add into their life together when they chose to over the next few weeks.",0,
68t3a4i0,vzjcdeza,"He is verbally abusive. When he gets mad, he just yells at me. At times, I feel scared.","Good for you on recognizing your own feelings.  Often in an abusive relationship, the person who is being abused, starts doubting themselves and starts tolerating, then accepting abuse.Marriage is based in love and feeling taken care of by the partner.  Feeling scared is the opposite of this.If you feel ready, tell him the way you feel and pay attention to how willing your husband is to being aware that he yells and that you feel scared.If he has no idea of what you're talking about, doesn't want to understand what you feel, then slowly take steps to understand within yourself whether or not tolerating your husband's behavior is acceptable to live with on an everyday basis.",1,Good for you on recognizing your own feelings.|
fd8g23z4,d0hacpta,"I am an international student, and it is my first semester in graduate school in the United States. I faced a cultural shock, and I was so depressed when I arrived here. My counselor in the university was my savior. He helped me a great deal. Now I am going back to my country for a vacation. I was thinking to get him something special with my country's name on it, and I remembered that he likes wine. My country is known for that. Is it appropriate to give him wine as a gift after Christmas?","Hi, Different therapists are guided by the ethical guidelines of their own associations or colleges when it comes to receiving gifts, so this may differ a bit from therapist to therapist. It's important to me that I be sensitive to cultural norms, and to my client's needs. In Canada, and the US, it is customary for people to sometimes express gratitude with a small gift, and I have from time to time received small tokens of appreciation because I believe it would be rude to refuse this. It is never necessary to give a therapist a gift, but if you wish to express your gratitude in this way, I don't think it's inappropriate. ",0,
azq2kj4n,rdfhemmb,"I have been seeing this guy for a little over a year. Back in August, he asked for us to step back for now. Since then, he has still been in contact with me every day. We spent some time together over the holidays, but then I was gone for New Years with family. I came to find out that he put himself on a dating site. When I found out, I asked him about it, and he responded with this: “My apologies if I got my signals crossed, or if I wasn’t honest with you. You have helped me tons this past year and I am glad you are in my life. I didn’t realize you were still interested in dating. Again, my apologies.” Also, is it better to say that I want him in my life or that I want him as part of my life?","It sounds like there is a bit of confusion regarding how you two feel about each other. Do you know what type of relationship you want with him? A friendship only, casual dating, or an exclusive relationship? I would encourage you to first figure that out and then communicate to him how you are feeling. Ask him to be honest with you about how he feels and what he wants from your relationship as well. Be mentally prepared for a variety of responses from him so that there are no major surprises. By clearing the air and learning what your own and each other's desires are, you can then move forward with a plan. Without that clarification, there will likely be false assumptions, unanswered questions, and confusion.",0,
jsre16zx,y7haqy31,"My daughter didn't see her biological father for the last three years. She doesn’t want to see him because she remember really bad things from him such as domestic violence and child abuse. The visitation is with supervision, but she refuses to see him. Is it better to take my daughter to the therapist and try to see him after the therapy?","Has the father or the visitation supervisor contacted you regarding why your daughter hasn't shown up for the past three years' worth of supervised visitation?Or is the supervised visitation a new development for the bio dad and your daughter?If no one is pressuring or expecting your daughter to show up, no one has even asked where she is, why she isn't present, then I don't see any reason for you to offer more effort by your daughter, than the father is willing to make for seeing her.If your daughter is willing to talk with a therapist, then let her find out first hand if the sessions seem useful or not.The one move I'd avoid is to force your daughter to go to a therapist since growing up in a household in which child abuse took place, being forced may remind her of her own feelings from this past, of feeling no one heard or cared about the way she wanted to be treated.",0,
xtldp37q,mrqor13i,"It's the way my mom said I was worth nothing, stupid, no point of being in school. I'm ""lazy little fat.""",There is nothing wrong with going to summer school. ,0,
l5avko4o,v8r6f7wo,"I am lazy. I am very aware of the problem and try to talk myself out of it all the time, but I never seem to shake the habits. I try to think of what it is doing to me and my future, but no matter what, I keep creating excuses for myself to continue the procrastination. All I'm ever left with is regrets and a low grade. I am at an all-time low in my life, and I'm not even that old. I've always been a straight-A student, but now I'm getting C's and F's, and it hurts me to know that I am way better than that. It's not even like the work is hard.","I am sorry to hear that you are going through such a tough time. It sounds to me like you are suffering from depression to some degree. Have you seen a therapist or talked to anyone about your problems? If not, I would advise that you do so sooner than later so that you can learn what is causing you to be unmotivated and causing difficulty with breaking the cycle that you are in. It is also a good idea to get a medical evaluation from your doctor to rule out any medical causes for your current condition. Most often, difficult situations that life throws at us, along with an inability to think positively, and break bad habits are what cause depression. Some things you can do immediately are seek help from a professional, schedule in time every day to engage in pleasurable (or once pleasurable) activities, exercise daily, and practice thinking more positively. Set a few daily goals for yourself and write them down each morning or the night before. Achieving your goals every day will give you a sense of accomplishment and can lead to feeling more optimistic and capable. Additionally, keep a journal to write down how you are feeling and what ideas you have to help feel better. Sometimes having these ideas written down make it more real and tangible. Know that depression is most often curable but takes work and a desire to change (which you clearly have). Once you start feeling better about yourself and your life, your grades should naturally begin to improve, as you will have more motivation and energy to focus on that particular area. Best of luck to you!",2,I am sorry to hear that you are going through such a tough time.|Best of luck to you!|
lk2jluoi,9smcxfsn,"My daughter didn't see her biological father for the last three years. She doesn’t want to see him because she remember really bad things from him such as domestic violence and child abuse. The visitation is with supervision, but she refuses to see him. Is it better to take my daughter to the therapist and try to see him after the therapy?","Hi Dillon,I'm from Canada, so I don't know the laws in your state. It depends on that a good deal, perhaps. In my opinion, a child should never be forced into a situation where they feel unsafe, even if it is ""supervised"". If the child is old enough to make a strong statement about not wanting to see a parent, then this should be honoured. Unfortunately, the laws don't always uphold a parent's right to do what is best for their child. I recommend you see a lawyer, who will advise you about how to proceed without putting yourself at risk of breaching custody agreements.If you feel your daughter can benefit from therapy, that is a separate question. Or is she already in therapy? A family therapist will typically meet with you alone first, in order to determine if therapy is a wise move for your child. It isn't always appropriate. ",0,
mvuhqgan,ykbhupno,"In this argument my friends are all against me so I'm wondering if I'm exaggerating my feelings. I feel like I'm being attacked and that is making me blow things out of proportion and taking the role of the victim, when in reality I'm the one being unreasonable and I am simply annoying my reasonable friends. Or are they really being insensitive and not respecting me in our friendship?","Conflict is a tricky beast and shows up in every one of our relationships. What I'm reading is that you find yourself in a loop of  seeking validation of your thoughts and feelings from your friends rather than validating yourself. Am I right? If you aren't validating yourself, no one else will be able to either.  Try finding a small nugget of truth in the feedback your friends give you, this will help to lower your defenses and help your friends hear what you are really sharing.  And then if you are still feeling vulnerable, share that too... ",0,
ff88dots,hqqtwecp,"I just took a job that requires me to travel far away from home. My family and I really need this job.

People keep telling me I have ""anxiety"" and I'm terrified of having an anxiety attack on the road. This is all new to me. What can I do?","Anxiety can cause such a feeling of discomfort in our bodies that it can seem unbearable. The concern that I can hear in what you have written is that the thought of having some anxiety has now left you uncomfortable with any anxiety at all - and that can become a problem, indeed. As opposed to thinking about your anxiety as something much bigger than you, it could be helpful to start breaking it down. What are the things specifically that cause you anxiety about this new job? Is it being away from your family? If so, why? Once you start breaking down what causes you to feel anxiety into smaller ""mouthfuls"", then we are far better able to understand what has led to discomfort and start to problem solve the issue. ",0,
65tbvp35,30m5xv0n,"I have not been able to really sleep. I stay up all times of the night not even knowing why. Every day, I feel like I have anger inside of me. I have a little family, but I can't open up to them like I want to. I have a son, and I feel that I take my anger out on him by screaming at him.","Best question is....what are you so angry about?  You can't stop being so angry until you figure out what is the root of your anger.  If you feel like you have anger inside, while I am sure you do.  Taking it out on your son is only passing on the hurt and anger.  This will be inside him too.  Get some professional help so that you can be happy and have a happy child.",0,
9l7gxz63,p2yceohg,"I am in my early 20s and I still live with my parents because I can't afford to live alone.
   My mother says that if I live under her roof I have to follow her rules. She is trying to control my life. What should I do?","Hello. It sounds like you and your parents are not balanced in your communication and awareness of expectations. Your growth is not only reflected in your ability to understand and apply new knowledge and skills, it is also reflective of your parents acceptance of your understanding and application. Have you tried talking with your parents to let them know your concerns?This talking is best when face to face and during non active conflict ( can't begin stating rules during an argument, etc). Sometimes it is even helpful to write down ways you feel you can be supported by them and supportive to them. Maybe share this list or reflective piece with them to review, or use when communicating the expectations. Unfortunately, until there are clear expectations stated and expressed, the scale will be uneven and frustrations will increase. Dr. T",0,
hph63zan,3o6yblt8,"We had great chemistry, but then he became distant. I had the feeling that I can't be without him. As soon as I felt the difference, I was scared to lose him. I started freaking out if he did not answer, thinking that something bad happened.","The simplest answer is that love feels good, obsessions don't.Love deepens a sense of peacefulness and security.Obsessions give anxiety and worry of feeling abandoned.One suggestion is to study more about yourself and why you'd feel so ill at ease when you aren't w this person.",0,
e8fawyre,utt81j8v,"I have these dreams of men, and they always seem to try to hurt me. It's gotten so bad that I first wake at 4:30, then 4:45, and finally stay awake by 6:00. I'm always the last one to fall asleep and the first to wake. I hate falling asleep. The longest I've went without sleep is three days.","That is awful! I am sure you are ready to start getting some rest. It's normal for us to wake a few times in the night, however, when we are dealing with high anxiety or stress, those times can turn into being up most night. Given that you are having these repeated dreams, I am wondering what might be going on in your life either now  or in the past that could be triggering stress or maybe memories. It can help to draw the dream out in the morning or even to look for metaphor. In the long run, seeking counseling can help you sort all that outIn the meantime, self-soothing strategies may help you in the night when you wake and can't get back to sleep. This can be anything with your senses----getting a snack like tea and focusing on that taste, smelling something pleasant, listening to some relaxing music, looking through a magazine, taking a shower. Anything you can think of that might help you relax. If it involves needing to get up, that's okay! Getting out of bed can actually help you get out of that mind space and helps you associate your bed with relaxation/sleep vs anxiety making it more likely you will fall asleep once  you lay down.",1,That is awful!|
011f9yw1,fuq59vmq,"I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others.","You may feel hopeless but YOU are not hopeless. Addictions of any sort are difficult to overcome, especially when they serve to bury pain and suffering that one is experiencing. It is not impossible to overcome alcohol or drug use/abuse/dependence on your own, but you will likely find much greater success with the help of a therapist or other support system such as rehabilitation or Alcoholics Anonymous. I suggest doing a bit of research to see what type of help is available and feasible for you in your area and go from there. Know that recovery takes time, willingness, and effort. Don't give up and remember that you are not hopeless. You can make the choice to change your habits and learn new ways of healthy coping. Best of luck to you!",2,YOU are not hopeless|Best of luck to you!|
w2zmvws6,h68q1q0z,"It was over 20 years ago, but the pain has resurfaced again now because I have started seeing her Facebook posts about how great her life is. I feel so angry. How can I handle this?","First thing that you must realize is that most people only post the ""best parts"" of their lives on Facebook, some people even go so far as to make their lives seem better or more interesting and post mostly false views of their life. Facebook is watered down, candied version of our life, you put on there only what you want people to see. The questions you should ask is ""How have I grown from this?"", Is my marriage currently in a good place? I really wish there was some form of magic that could be performed to solve peoples issues and help them sort out their emotions and troubles, however there is not, the closest we can get is by using {time and insight} to heal our wounds.",1,I really wish there was some form of magic that could be performed to solve peoples issues and help them sort out their emotions and troubles|
n4cr9gya,icg2od1a,"I have been diagnosed with posttraumatic stress disorder due to my military experiences. Not a year ago, I had a car accident. Could this experience add more problems?","You are right on to recognize that the effects of trauma can be cumulative.  It is very possible that a car accident could lead to an increase in PTSD symptoms that were related to other traumatic experiences.If you have been deployed to a combat area, you are most likely eligible for free counseling services through the VA Vet Centers.  The Vet Center clinicians typically have a lot of experience working with military trauma. Here's a link to a directory of Vet Centers:http://www.va.gov/directory/guide/vetcenter.aspYour service and sacrifice is greatly appreciated.",1,Your service and sacrifice is greatly appreciated|
gg6uxhjm,6p0ynp7o,"Is it normal for people to cry during therapy, or is it just me?","Yes, it's totally normal! Crying is a part of processing the tough stuff, no matter your age, gender or background and the therapeutic session is a safe space to do this. Sometimes crying can offer relief or provide room for deeper authenticity in session as you let both your strength and vulnerability shine in alignment.",0,
41mgxnmq,9ysxgndh,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?","You do not have too many issues to address in counseling.  And your perseverance will serve you well if you choose to engage in therapy.  The trauma and medical event you experienced topped off with chronic sleepless nights would lead to feelings of depression for many.  The emotional reaction you've had to these experiences sounds normal albeit troublesome and I would imagine intensely painful at times as well.  Therapy can help prioritize what is the most impactful issue you are grappling with.  I find in therapy that when the central issue is revealed, understood, processed, and understood again in its current context, many other areas of the person's internal experience improve.  It sounds as though something has prevented you from seeking help from a counselor in the past, and it sounds as though you are more seriously considering it now.  Therapy helps and it can help you when you're ready.",0,
gb9yo9bm,s27bq94y,"I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.
   I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","It's very admirable that you are trying to stop smoking for the sake of your health and your child's health.  The mental aspect of quitting a drug can and usually is the hardest part.  First, it can be helpful to change the focus of your thinking so you are focusing on the healthy behaviors you will start/improve rather than only focusing on the behavior that you are trying to stop.  The reason for this is that our brains hear the main topic of our thoughts.  That is, when you tell yourself ""quit smoking, quit smoking, quit smoking"", your brain hears ""smoking, smoking, smoking"".  So we need to put together a self-care plan that addresses your thinking, emotions, and behaviors (nutrition, physical activity, and other stress reducing activities).  The idea is to have an effective plan in place to both prevent yourself from feeling intense stress (which increases cravings) and to have a well-placed plan for when the intense cravings inevitably present themselves.  And lastly, and possibly the most important; You have to believe you deserve to be the healthiest version of yourself.  Think about the times when you are most vulnerable to smoke (stressful situations, after meals, when drinking, social situations, etc.).  The use of affirmations is also an important resource as what we say to ourselves effects our mood.  Repeatedly telling yourself ""i am healthy, ""i am getting healthier, ""my lungs are becoming clear and healthy"" or other affirmations like this.  Even if you don't believe them at first, continue saying them.  This step is important to improve cognitive flexibility which trains your brain to be open to change.  Think about activities that you like to do or that you would like to try and replace smoking with those activities.  Any activity that can make you laugh (time with friends, watching comedies, etc.) will evoke a calming response because when we feel happy, we typically don't feel stressed out simultaneously.",2,It's very admirable that you are trying to stop smoking for the sake of your health and your child's health.|
