id,seeker_post,response_post
166,"I just want to end it without affecting my parents. Just nothing is going well. The ruminations of past situations have been getting worse and no one is very understanding why it's so painful, to the point where two people just got fed up with me and made me feel worse. I just want to kill myself so badly.",i 'm sorry to hear that . i hope you can find some therapy and will get there .
167,"32m never had a girlfriend. It sucks that I've tried hard to find someone, even with online dating, but I feel like I'm going to be single forever. Not sure if I should just give up or keep trying",i understand . i hope you find someone better soon .
168,"Cutting. I'm not sure why I broke my streak of 8 months of no cutting but I don't feel any different, nor pain. I don't know whats wrong me. Help?",that 's a shame . i hope you get some sleep .
169,"Does anyone actually ever go to their high school reunions?. I couldn't imagine anything worse, not even hell itself.",oh no ! why is that ?
170,Vodka and malt liquor are not working anymore.. I need lots of vodka tomorrow.,oh no ! i hope you did n't get the trouble !
171,My cat got shot by plumb and is dead now. I would have loved to never born and now I have to face so many things like that and I am so scared about dying and this world is so unfair,i bet . i 'm sorry to hear that .
172,I wake up and just want the day to be over already.. Like I have nothing to look forward to.,i 'm sure you will be fine .
173,"i dont know what im living for anymore. there's nothing i'm truly looking forward to that is actually achievable. there's nothing but dread and anxiety for the future, both far- and near-. god damnit. i dont know why im alive.",i am sure you will be fine .
174,I had more motivation as a sperm. I won a big marathon against billions lol.,that is awesome . i bet you are so proud !
175,"I made it through my first 40 hour work week without calling in, leaving early or coming in late in almost a year.. I know how but I did.",that is so sad . i hope you find a new house and move forward to it .
176,I wish i was dead.. Its nearly 12 midnight. Does anyone cares?,i 'm sorry to hear that . what are you going to do ?
177,"“Remove negative people from your life.”. I always see this little tidbit in articles about how to overcome depression. Bitch, the most negative person in my life. not the problem, I am. I want to be friends with/date a cold stone like me either. So should I just remove myself from my life then??","oh no , i hope everything works out for you ."
178,Eating food but it tastes bland. I can't even feel happy with pizza.,what kind of food do you have ?
179,"I don't really see a point in living if my life is like this. My depression is probably at the lowest point it's ever been and no matter how hard I try I can't seem to get any help. One small, completely irrelevant moment in my day can change me completely, and I really don't like who I am when that happens. Sometimes I have days when I'm so happy I literally shake, and every morning when I wake up feeling my usual shitty self I can't help but wish I was having another one, which just makes everything so much worse I just want to be normal again, instead of feeling like every day is another complete waste of time.",i 'm sorry to hear that . i hope you will find it soon .
180,"I can't be the only one to fantasize, right?. I have been spending a fair amount of time fantasizing about stuff lately. It's about tons of stuff really and I like falling to sleep while doing so. Does anyone else do this?",that 's really tough . i 'm glad you have a good time .
181,"Nobody really cares that you have depression. It’s not even considered an illness in most people’s minds. You get more support for having a cold than depression, even thought 1,000,000 people die from it each year,. Title says it all really. Most people care that you have depression. In most minds, something you snap out or just up, not that They understand the existential loneliness and emptiness that comes with it, in each waking moment. I just feel so disconnected from everything.",i know what you mean . i do n't think that is a lot of people would do that .
182,"wow, being yelled at that you're too negative sure makes me feel better!. it definitely doesn't make me feel worse or anything. yelling at a depressed person is definitely the correct choice, instead of being supportive.",that 's so bad . i hope you 're not too mad .
183,"“Fetishizing sadness”?. I just finished binging BoJack Horseman, and something that gets brought up semi-regularly is your own What is this and how do I avoid it?",that is a good feeling . what did you do ?
184,"Has anyone here had success with Mirtazapine (Remeron)?. I've tried Zoloft, Prozac, Citalopram and Venlafaxine (Effexor).",that is good to hear . i wish i could do that .
185,I just want it all to be over already. it would be a whole lot easier than this shit,i 'm not sure what you mean .
186,"Just go into my dream school.... But my depressed ass doesn't even care that much. I really want to be thrilled but people keep saying congratulations and I feel nothing. Edit: can't even spell the title right. Got, not go",i 'm glad you 're happy for your new one .
187,My spirit is broken.. And I can't stop thinking of suicide.,what was he doing ?
188,"I feel like my only friends are the Youtubers I watch every day. And they're clearly not actually my friends... they just make me feel like friends are around, I like seeing familiar faces and hearing familiar voices joking around because that's the only time I get to experience that. How pathetic.",that 's cool . do you have a lot of pictures ?
189,"I will never be anybody's favorite.. I will always be the backup, the good friend. Someone else will always be picked over me. I have never been somebody's very best friend, and I never will be. And that hurts, so very much.",i wish i could do that .
190,"does anyone else find sunday the hardest day of the week?. I find myself at my lowest on sunday. probably because I have things to do, and places I'm expected to be. but sunday is just unbearable. anyone else?",i am sorry you are being alone . i hope she is n't too hard .
191,Has anyone here quit their job after a short period of time?. I'm thinking about doing that. I'm not happy at work.,that 's great ! how did you find out ?
192,Depressed and IDK why. Does anyone else ever get Depressed and have no Idea why. I've felt this way for about a week now and have no idea why and no idea what to do,"that 's good , i hope you can find one soon ."
193,What does it feel like to love yourself?. It's a geniune question. I am curious because I've only hated myself.,i know what you mean .
194,Feeling pointless. My life is feeling pointless and meaningless. My kids are almost grown and they're never here as it is. I have no career or anything to show for my life and just feeling worthless.,i 'm not sure what you are talking about .
195,im depressed. can someone lift me up for a bit?,oh no ! i have never had that happen to me before . what happened ?
196,"Can I even consider family as family anymore?. I tried hanging myself a 2 weeks back, and my parents just stood there and watched. I failed, because the hook I attached the rope onto in the ceiling detached and I fell. My parents laughed and went to sleep a few minutes later, while I stayed awake the entire night. Can I even consider them family anymore?","that 's the same way , but i think i think i will be the same way ."
197,My brain is leaking.. Has anyone dreamt all night about some small task that needs to be done no matter how trivial it might be. I'm exhausted over a 5 minute project that won't matter if I do it or not.,i 'm sure it is hard to deal with that .
198,"Die... tired, things are getting way too hard these days. I dont want to commit suicide, for now. I hope just die in my sleep.",i 'm sorry to hear that . i hope you can find a way to stop your mind .
199,How do you know if you have depression?. At what point can someone know? How can I diagnose myself?,i do n't think i could ever be a maternal thing/instinct .
200,I just woke up in a puddle of my own piss.. I lay on a inflatable mattress so my cloths and my cover just absorbed everything. On top of that its so I was shaking from being soaked. Why does shit like this happen to me? Just when I thought things were okay stupid shit like this happens. Fml.,"wow , that is pretty embarrassing ."
201,"A friend just died. A friend of mine just died. I don't feel anything, there's something that is very wrong with me. I should be more sadder but no, nothing, nada.",have you thought about telling anyone ?
202,Every single day I get closer to my eventual suicide.. Every single day it gets worse.,"oh no , what happened ?"
203,Do you ever look back at the past few years of your life and realize how it has been slowly falling apart?. It makes me nauseous. I feel disgusted with myself.,that 's so funny ! i 'm glad you 're okay .
204,im really tired. every day is too much.,what is happening next week ?
205,I just got up the courage to ring Samaritans. The number on their website didn't work. Go figure.,what is the square footage ?
206,I cannot sleep!. Please why can't my brain just relax :(,why is that ?
207,Invisible. Went out tonight with a few friends. Went completely unnoticed again. Almost got into a scrap with some affliction wearing jock fag. Uneventful night otherwise as always. Why even bother.,that 's so disgusting . i hate that
208,"Ever thought you were in a good, stable place and then one thing tips you off and you fall back down into the harrowing pit of despair so easily you question whether you'd made any progress at all ?. I just want to know and understand normal brain chemistry just once.","oh , well hopefully you can get it next time ."
209,Anyone ever just want to disassociate from their emotions?. Emotions kinda suck. Maybe being a robot is better?,oh that sounds pretty scary ! i would have been pretty sure !
210,Is this an attempt?. Is using your school id to make a noose and tie it around your neck a suicide attempt?,that is so mean . i bet that was a lot of people who have to learn from that .
211,Will she give me a diagnosis?. Hey! I will see my psychologist next week for the 4th time and I'm curious. Will she ever give me a diagnosis or a detailed speech about what's wrong with me? because if not I know I will feel like shit I will just think that I don't deserve help.,that 's cool . what is your favorite thing ?
212,POEM:Hollow. ***EMPTY*** *rooms and* ***EMPTY*** ***SOULS*** ***FORGOTTEN*** *places and* ***HEART*** *shaped holes* ***DEPRESSION*** *comes with days of* ***STRUGGLE*** *and often times a* ***BLOODY PUDDLE*** UP\-VOTES CURE MY DEPRESSION,i 'm sorry to hear that . how long have you been friends ?
213,"I'm terrified to seek help. I know I need help. Now. But I'm terrified, especially of what my bf will think. I know I shouldn't be but realistically it's a massive worry. I don't even know where to begin",i can understand that
214,School is stressing me the fuck out. Makes everything feel so pointless,that 's great ! i hope you 're enjoying your day .
215,"I'm trying to set goals for myself this weekend but can't.... I just have no interest in living, doing anything for myself... I know that I should set some goals that accomplish something positive for myself but... I just can't... I can't think of anything I want to do...",i hope you get it !
216,My friends started to hang out without me and have straight up ditched me. I don't know what to do about it,that 's unfortunate . i hope you can find something you can do about it ?
217,I hate being so numb that I can't even force myself to cry.. I just want to feel something other than empty hopeless despair. Even if it isn't real.,"i agree , i have been trying to go to the gym and it 's hard to be secure ."
218,"Why take anti-depressants? I don't understand. Why? If you do, than you aren't yourself. I want to be myself. I don't want to be some drugged-up person who isn't really me.",that is a good feeling .
219,"I can't cry anymore. I haven't cried in over two years, I don't think I am anything anymore.",i 'm sorry to hear that . i 'm sure it will be a good thing to do .
220,"Is this depression?. I feel empty inside sometimes. There's nothing there. No thoughts, no emotions, nothing. I'm just hollow.",i 'm sorry to hear that . i 'm sure they are a good driver .
221,When your friends all abandon you and you forgot what it's like to bottle everything. Having to go back to sucking it up and holding everything in and not having anybody to turn to hurts so much. Especially when I was used to somebody caring about me. That's what happens when your just disposable I guess.,i would be furious if i would be a person who is .
222,Books to read that can help me with my anxiety. Hi everyone. It is a very difficult time in my life right now and would like to start reading some uplifting books to get my mind on other thoughts.. Any book recommendations?,i am glad you are able to enjoy your day .
223,First thought every time I wake up. Is how and should you kill yourself today. be a good sign.,i do n't blame you . i have been there before .
224,"What's the point?. Why am I supposed to stay alive? I don't want to reproduce and I don't care for anyone in my life. I don't see a point, especially if I'm just going to die in the end.",i 'm sorry to hear that . have you tried calling them to find a new place ?
225,I'm a fucking attention whore. You can't hide the truth,why is that ?
226,"For the first time in a month or two I brushed my teeth and washed my face.. Everything seems to be too difficult to deal with, but at least I could get myself to do these simple tasks again.",i would be too . i hope you can get a refund .
227,"I give up. I’ve accepted the fact that my depression and anxiety will never be gone for me. I will live with this shit for the rest of my pathetic life.. No matter what good thing comes into my life, those things will always manage to ruin it.",i hope you get it .
228,You think too much confirms what I've always believed.... Most people think too little.,what 's going on ?
229,The woman I love is getting married in 2 weeks. I'm in denial. I'm in pain. She's all I want.,that 's a good thing to do . do you think you will ever be with a faithful person ?
230,When was the last time.... Someone gave you a hug?,what did you do ?
231,What's the point sometimes?. I try and fail. I try again and fail again. I want to fix my Playstation and get lost.,i think i have a problem with that .
232,I could easily do it right now. It seems so easy to me. Nobody cares now. But they all will soon.,i agree . i wish i could do that .
233,Do non depressed people really not think about suicide?. Even when I wouldn't have concidered myself depressed I still thought about it quite often. It blows my mind when people say they have never thought about suicide. I feel like everyone has at least thought about it once right?,that 's so sad . i hope you find peace and move forward to your comfort .
234,help please. what do you say when someone says everything is wrong,i 'm sorry to hear that . what 's going on ?
235,Another great start to the week. Just found out I have a practical today I thought it was next week. Guess I'm failing at yet another thing in my life,oh no ! that 's awful ! what happened ?
236,I just want to drive away from this city and start again.... But I don't have a car.,that 's great ! i hope you do n't have any kind of car ?
237,Will things ever start looking up. I'm on a downward spiral with no hope,how did you do ?
238,Oh ya. Fuck living!!!!! Wish I was dead!!!!!! I fucking hate life,oh really ? what 's going on ?
239,"I'm so touch starved that I physically cannot fall asleep unless I have two pillows either side of me.. One for hugging, one for warmth. I genuinely look forward to going to bed. Those mornings where I wake up earlier then usual and can indulge in some daydreams while feeling completely safe and calm are my favourite.",well that 's good ! you should buy a good hairdresser to do that for sure .
240,"Don't you hate it when.... ... you feel so guilty about living your life and being a burden to everyone, so you decide to commit suicide. But you can't because you feel too guilty about making others around you devastated because of your death.",i 'm sorry to hear that .
241,Wish me bday!. I have been severely depressed since last few weeks and thought my bday would be just as awful. But it's actually turning out great. I am actually happy it's my bday ! :),what happened ?
242,There is no help. Somebody just fucking kill me. There's nothing I can do,"i am too , i am not a fan of hers either ."
243,"Lonely. I feel so alone. It's been going on for awhile now. There are people around me all the time, but it's like I'm invisible. I just want it to end. Loneliness really hurts. It's gotten to a really bad point. I may as well be gone.",i know what you mean . i am so happy for you !
244,"I love lying to customers. How are you? Good, Thank you!",why is that ?
245,"I can’t get up. I am in bed awake. I need to go to work, but I move. I feel awful about it, I just need to get up. I took yesterday off, I take today off too",that 's really great . i hope you get a nice weekend !
246,Can somebody tell me it'll be okay?. That I'm doing fine? That I don't have to be perfect and that I haven't really done anything wrong?,i hope you do too .
247,im fucked. im fucked.my whole life is fucked,that 's great ! what makes you so happy ?
248,Why?. The question i often ask myself...Why? Whats wrong with me?,what did you do ?
249,Am I the only one ?. Is anyone not going to school or work?,that is not good . do you have any friends ?
250,"Do you cope well with Bipolar Disorder and if so, how do you do it?. And if you don't, why not?",i am so sorry to hear that . what is going on ?
251,"melancholic. I'm not depressed. I've been depressed a few years ago and I know what that was like - the mindset I was in where I beat myself up, felt shitty about everything I did, thought constantly about suicide, had weird emotions about my close friends/family and pushed them out..... i'm not there anymore. this isn't depression. where i am now...i'm just not happy. nothing i do makes me happy. it doesn't mean i'm sad, or that i beat myself up, or i'm suicidal. i can have confidence in myself yet also not find joy in my life, and that's where i am right now. i don't know what's worse. at least before i sort of knew how to get out of that mindset....","well , that 's good . it 's good that you 're not as bad as you and your friend , that 's all that matters , especially since you 're on the person ."
252,I'll never be anyone's priority.... even though they are mine. :(,what is the disagreement about ?
253,"I get a horrible comedown after fun days of socializing. After good times with friends, I get home and feel exceptionally lonely and empty.. Maybe being an introvert it is just a draining affect? I dunno. It stinks when depression smacks you in the face after a while of feeling ok or even good.","i agree , i guess i would be so bad ."
254,"Depression and capitalism. Does anyone else feel the way we have set up our western societies has helped trigger depression? I know when I think about life, surviving constantly but never happy, never truly living I become immortalised in depression and anger. Sometimes I feel buying land, living with a bunch of like minded folks and working as a mini community would help my feelings of utter contempt for life.",i am sorry to hear that .
255,"does anyone ever feel like this?. You feel sad, but you don't know what you're sad about?",i understand . i have been there .
256,Anyone else not want a funeral or any services?. It gives me anxiety just thinking about it.,"that is so sad , i hope you find a solution and not being taken care of her ."
257,I wish I had a depressed friend.. It would help him and me.,i 'm sorry to hear that . what happened ?
258,Some people call it going to bed depressed. I just call it going to bed,that is a good thing to do .
259,"Does anyone else feel like being alone actually helps depression?. It's strange but it seems like when I'm away from people I can just be myself and do whatever without anyone criticising me, and I can also just enjoy the silence.",i 'm sorry to hear that .
260,:(. I feel like i no longer have emotions,i agree . i wish i had more friends like that .
261,"Can't move. I don't want to expose myself to the outside world right now. They always ask me what I do. Right now, I'm not doing much. I feel extremely heavy. I can't move and I just want to die.",that 's great ! i 'm glad you have a great time !
262,what will i be able to make of myself. no accomplishments. got nothing to look forward to,that 's awesome ! what are you going to do ?
263,"No motivation, only obligation.. The motto of my current life.","i agree , it is good to be prepared ."
264,Can anyone help me im in pain. Im in chronic pain and ready to kill myself,that 's good to hear ! how long have you been working ?
265,Tomorrow I turn 22 years old but today I woke up with suicidal thoughts.. I've been trying to convince myself that I'm okay and that my life will get better but it's not.,i can understand that . i have been through the same thing .
266,"Thoughts on drinking.. Makes you feel better, calmer, but just more depressed",i 'm sorry to hear that . how are you feeling ?
267,"Am I alone because I'm depressed, or am I depressed because I'm alone?. It's been so long, I don't remember anymore...",i 'm sorry to hear that . i 'm sure you will feel better .
268,Aaaaaaand..... ... im crying in school again :),that is so sad . did you do anything about it ?
269,Are there any graduate students with depression?. I feel so alone here. This is slowly killing me. I feel alone. Everybody in my program they all have shit going for them. I made zero friends so far. Anybody???,you will be fine .
270,getting ghosted. I just started getting ghosted by another person.,i know right ?
271,"What are your strategies for staying functional enough to complete schoolwork, etc?. Due to feeling like garbage, losing memory/attention, and anxiety, I have trouble doing work for school. Actually, I'm probably just a lazy piece of trash, but the problem still stands. For those who are on top of things: how do you manage it all?",i 'm sure it will be a good experience .
272,Float tanks?. Has anybody had any luck using float tanks for depression/anxiety?,what did you do ?
273,"Do you ever feel like running away?. Do you ever just feel like running away somewhere far away, move to another city or country, changing your whole identity, exploring new things, finding new opportunities and meeting new people. Just leave this life behind and start a new one.",that is so sad . i hope you find a way to work with him .
274,"I trust my cat more than i trust humans. Actually no, i dont trust humans at all.. Im so done being used and lied to.",that 's great . i hope you find something like that .
275,does anyone else feel so much better just staying in their room by themselves for as long as possible?. i just wanna sleep and be by myself for a while but life responsibilities just let me. god i miss being able to stay home for days on end without anyone or anything else bugging me,that is a long time . i hope you guys can hang out with them .
276,"I got upset but for the first time since I got ill with depression, I didn't cut.. Had another cry because I was so proud of myself.",that is great . i hope you enjoy it !
277,"Self-doubt. Sometimes I wonder whether I'm just going through a teenage phase. Even though I've been diagnosed with depression, part of me just wonders whether I'm lying to myself and just insisting in wallowing in misery. Just needed to get this off my chest.",oh no ! what did you do ?
278,"I don’t think people love me. They love versions of me I have spun for them, versions of me they have construed in their minds. The easy versions of me, the easy parts of me to love.. But no one will ever love me",i bet that is a lot of fun .
279,"Anyone else rely on porn to suppress the fact that you can't find love?. I feel like absolute crap when I watch porn but then again I don't have a girlfriend, or someone that I like to consider me to love. It's fucking corny but I thought it would help to share my thoughts, anyone else?","oh , i see . well i hope you have a good time ."
280,"I need a drink. I know it doesn't help, I know it makes things worse, but I need an hour or two away from all the stupid little things that keep snowballing into stupid big things.",i understand . it 's hard to throw things up .
281,I just want to stop existing. This feeling never goes away,that is a good thing . do you have any friends ?
282,��. I wish I could just drop this charade of happiness. My feelings aren't even mine anymore. I worry about putting stress on my loved ones. I'm so tired of this constant front that I have to put up when all I want to do is just cry.,i can see why you are so anxious about the person . i hope you have a wonderful life .
283,I feel so lonely. That's all I have to say today.,why is that ?
284,"Just need some support!. not feeling well at all. stuck in this place I want to be in, I get out of here because mandatory. I feel anxious and depressed, you know the drill. All asking is for a comment or maybe a hug. I need something to distract myself with, music help, really that bad.",that 's a long time to go .
285,"A very dear friend died and i dont feel very different. Ever since the last year i was trying to convince myself that im not depressed and not diferent in any way from others around me but yesterday a very close friend died in a crash accident and my state of mind has not changed. Dont get me wrong, last night i cried whenever i thought of her but my mind and anxiety have not gotten worse nor better. 2 years ago, my school friend died in a suicide jump from a bridge and i know how i felt on that day and it's diferent now because then i felt diferent after hearing the news. Now i just felt like i needed to cry a bit, no sudden sorrow or anxiety attack, and that's what scares me that i trully am depressed. Can anyone give me some insight on what's going on with me.",i hope you feel better soon .
286,depression. how do you deal with it,that 's great ! what makes you feel that way ?
287,how does a weirdo become a normie ?. i need help on this -_-,that is great ! i wish i had a problem with that .
288,Depression. Contemplating wether I should run away and never see my family again or commit suicide...,why is that ?
289,My birthday is in 15 days.. I have never felt so unexcited &amp; Apathetic about my birthday in my entire life. Happy early birthday to me..,that sounds like a great time . what did you guys do with it ?
290,Does anyone have an experience with Citalopram?. I have been put on it due to my depression getting worse. I was wondering if anyone has been put on it and what are your experiences with it? Do you find it's helped you?,that 's good . i hope you find someone better for you .
291,"Does anyone feel like your problems are insignificant compared others, yet they still seem like a heavy burden?. For example, compared to the lives that some other people had to endure, my life isn't too hard. However, my problems still feel like weights on my mind.",i 'm not sure what you are talking about .
292,"Has anyone else ever gone through hell, then met the person of their dreams, the person they're meant to spend the rest of their life with, and then you fuck it up forever because you felt it was too good to be true so you constantly started fights to make it feel like it wasn't a dream?. Fuck man, I hate myself so much now. I don't hate my heart. I hate my brain. I hate my consciousness. My subconscious fuckin warned me to wake the fuck up and stop ruining things. But I didn't listen.",i 'm sorry to hear that . i hope you get to talk to your friend and share it with you .
293,"It's my birthday today, but I dread it every year. I feel like my friends are slowly forgetting about me or not caring anymore..",what happened ?
294,"Every day I think; this can't get any worse. And without fail, the next day proves me wrong.",i do like reading any plans ?
295,"Does anyone else hate socialization?. I don't enjoy social contact and try to avoid it when I can. I never enjoy hanging out with any of my friends. Does anyone else have this? Is it depression, bipolar, or social anxiety? Or could it be something else?",i understand . it can be tough to be alone sometimes .
296,Do you ever just feel bad for yourself for no reason. My mood can go from okay to wow a worthless piece of shit that deserve love I see people who have their shit together but here I am 27 and working at a restaurant I wallow in my self pity and I seem to change that,i 'm sorry to hear that . i hope you find a way to find peace and find peace and peace .
297,I honestly need an answer.. What do you do when you're so down in the dumps and stuck in your own head with revolving negative thoughts over and over and over and over again? Literally 1 thing that has helped you in the past. Please.,oh no ! i hope you have a good experience
298,i shouldn’t be allowed to be close to people emotionally. i hurt her i hurt her its all my fault she hates me its irreparable i hate myself i shoudnt be allowed to get close all i do is hurt others all i do is bring pain,i would be too . i am so sorry .
299,Bamboo. I bought a bamboo plant from my local chinese store a few years ago when I first started feeling depressed. To this day or is still alive. Just wanted to tell people that I feel proud I can keep something more alive than myself.,i hope you have a great time !
300,"Does everyone think i hate them?. I recently was hanging out with this girl who said she thought I hated her last year, it hit me kinda hard, I'm extremely quiet and I just wish I could know everyone's opinion of me.",i agree . i have been single 2 years ago and i am not a cheater !
301,"I want a dog.... But I even really take care of myself, what makes me think I could take care of another being. probably end up somehow fucking it up and hating myself more",oh ok. well i hope you have a good time .
302,Fuck fuck fuck.. Can't sleep.. Have a tremendous amount of restlessness in myself. Just need to fucking calm down,oh really ? what 's going on ?
303,"How can I accept my intrusive depressive thoughts?. Long story short: Was 335, Am 175. Aiming for 130/140ish. Body destroyed. I accept that. But the intrusive thoughts won't stop telling me I'm ugly and shit. Like I know man, leave me alone. See the problem is everybody got perfect skin in comparison to me. It uses that. I just want to accept that I'm ugly so it won't hurt when it says it, and then it won't say it. Any tips?","i understand . i have had no idea , but i would n't worry about it ."
304,My head is exploding.. All of this.How do you cope with this life?,i 'm sorry to hear that .
305,"I forgot what love is. It's been so long. Years. I thought this was supposed to be emptiness, but all I feel is pain. This is no life worth living. I'm so tired","well , you will be able to make it up to your friend ."
306,I think it's suicide for me tomorrow. No longer have the will to keep going.,what is that secret ?
307,I just wish that I mattered.. I might as well just be gone,i 'm sorry to hear that .
